market_demand_index,key_point
74.1634501416893,Factory 1_City E_Type B_2023-02-06
114.00091645923492,Factory 1_City A_Type B_2023-02-07
56.32358724043255,Factory 1_City D_Type C_2023-02-08
78.89554854247265,Factory 1_City C_Type B_2023-02-09
113.23546688452174,Factory 1_City C_Type B_2023-02-10
55.38672411404464,Factory 1_City B_Type A_2023-02-11
90.65300450591296,Factory 1_City E_Type B_2023-02-12
116.13124156039872,Factory 1_City A_Type C_2023-02-13
107.10831874934324,Factory 1_City E_Type B_2023-02-14
119.40327346015336,Factory 1_City A_Type C_2023-02-15
111.53500361596922,Factory 1_City B_Type C_2023-02-16
57.175680959347545,Factory 1_City E_Type A_2023-02-17
61.12567982937296,Factory 1_City B_Type B_2023-02-18
64.02514004840988,Factory 1_City B_Type C_2023-02-19
61.25778283547331,Factory 1_City A_Type A_2023-02-20
72.85229157707943,Factory 1_City E_Type B_2023-02-21
55.60803924692726,Factory 1_City B_Type B_2023-02-22
84.52937927486596,Factory 1_City B_Type B_2023-02-23
91.46452300153535,Factory 1_City E_Type C_2023-02-24
110.0590377745894,Factory 1_City B_Type B_2023-02-25
110.7789896359281,Factory 1_City C_Type B_2023-02-26
73.98574416846407,Factory 1_City B_Type A_2023-02-27
92.04266797823652,Factory 1_City B_Type A_2023-02-28
50.40310623486851,Factory 1_City A_Type A_2023-03-01
67.22487611585987,Factory 1_City A_Type A_2023-03-02
92.72336483176429,Factory 1_City E_Type A_2023-03-03
105.56206952663617,Factory 1_City B_Type C_2023-03-04
88.2688188899849,Factory 1_City D_Type B_2023-03-05
74.84974140823562,Factory 1_City E_Type B_2023-03-06
56.76735147527037,Factory 1_City B_Type C_2023-03-07
65.91501100672691,Factory 1_City E_Type C_2023-03-08
71.32753973686286,Factory 1_City D_Type B_2023-03-09
88.46706751265118,Factory 1_City B_Type B_2023-03-10
98.45129391858924,Factory 1_City E_Type C_2023-03-11
59.597679401029936,Factory 1_City E_Type B_2023-03-12
112.4459282258164,Factory 1_City E_Type A_2023-03-13
96.13248739425764,Factory 1_City A_Type B_2023-03-14
67.87894392796537,Factory 1_City D_Type C_2023-03-15
70.01347524674121,Factory 1_City C_Type B_2023-03-16
78.9391514506683,Factory 1_City E_Type B_2023-03-17
74.87691980800176,Factory 1_City D_Type C_2023-03-18
61.68195824984096,Factory 1_City A_Type B_2023-03-19
72.97349275265181,Factory 1_City E_Type B_2023-03-20
91.05353645320947,Factory 1_City A_Type B_2023-03-21
116.96302347584206,Factory 1_City C_Type A_2023-03-22
77.54134925945141,Factory 1_City B_Type B_2023-03-23
87.9782062376796,Factory 1_City C_Type C_2023-03-24
51.256197499794425,Factory 1_City B_Type B_2023-03-25
94.42076922852128,Factory 1_City B_Type B_2023-03-26
85.36447415036469,Factory 1_City D_Type B_2023-03-27
95.61675430944982,Factory 1_City B_Type C_2023-03-28
98.04290376802682,Factory 1_City D_Type B_2023-03-29
77.28315711985445,Factory 1_City C_Type B_2023-03-30
66.93256797811873,Factory 1_City B_Type B_2023-03-31
91.92849557240471,Factory 1_City A_Type C_2023-04-01
68.38729498190563,Factory 1_City A_Type A_2023-04-02
80.69769419762048,Factory 1_City B_Type C_2023-04-03
116.85423580394922,Factory 1_City A_Type A_2023-04-04
85.15075269733907,Factory 1_City D_Type B_2023-04-05
80.09517541731037,Factory 1_City B_Type A_2023-04-06
51.78134319340256,Factory 1_City C_Type C_2023-04-07
61.20174555242358,Factory 1_City A_Type B_2023-04-08
108.355497335631,Factory 1_City E_Type B_2023-04-09
60.358890315608434,Factory 1_City D_Type A_2023-04-10
89.38981893156375,Factory 1_City E_Type C_2023-04-11
114.84678247110608,Factory 1_City C_Type B_2023-04-12
109.21450077744126,Factory 1_City E_Type B_2023-04-13
69.67031492360995,Factory 1_City C_Type C_2023-04-14
88.67506771855224,Factory 1_City A_Type A_2023-04-15
68.92753004691679,Factory 1_City B_Type C_2023-04-16
83.27846254950515,Factory 1_City D_Type C_2023-04-17
58.80069882945584,Factory 1_City B_Type B_2023-04-18
82.48666116174527,Factory 1_City C_Type C_2023-04-19
97.2906064365182,Factory 1_City D_Type B_2023-04-20
59.856206422487325,Factory 1_City C_Type A_2023-04-21
74.79874353887325,Factory 1_City D_Type C_2023-04-22
114.35711832008708,Factory 1_City C_Type B_2023-04-23
104.90946006023924,Factory 1_City C_Type A_2023-04-24
69.28835574536384,Factory 1_City C_Type B_2023-04-25
74.71352741202116,Factory 1_City B_Type A_2023-04-26
82.43055572909577,Factory 1_City B_Type A_2023-04-27
72.77065938161218,Factory 1_City A_Type B_2023-04-28
85.96981249447374,Factory 1_City E_Type B_2023-04-29
61.41247358521137,Factory 1_City C_Type B_2023-04-30
61.00912457258008,Factory 1_City B_Type A_2023-05-01
80.29368157194838,Factory 1_City C_Type B_2023-05-02
77.83286649870094,Factory 1_City C_Type B_2023-05-03
68.9767377634846,Factory 1_City B_Type C_2023-05-04
57.13251706110557,Factory 1_City C_Type B_2023-05-05
54.3768407019992,Factory 1_City D_Type A_2023-05-06
96.6524133268785,Factory 1_City B_Type B_2023-05-07
78.61440828603924,Factory 1_City D_Type B_2023-05-08
85.39439073953712,Factory 1_City C_Type A_2023-05-09
105.26025359366338,Factory 1_City A_Type B_2023-05-10
98.75008649252752,Factory 1_City B_Type B_2023-05-11
78.56833397781462,Factory 1_City E_Type C_2023-05-12
87.92326749872943,Factory 1_City A_Type A_2023-05-13
106.31462497022756,Factory 1_City D_Type A_2023-05-14
94.26739270298712,Factory 1_City E_Type B_2023-05-15
98.62486712256094,Factory 1_City B_Type B_2023-05-16
107.77909648867636,Factory 1_City D_Type B_2023-05-17
99.43109514833378,Factory 1_City E_Type C_2023-05-18
95.46562507952132,Factory 1_City E_Type A_2023-05-19
51.34014075977857,Factory 1_City B_Type C_2023-05-20
118.33308824916584,Factory 1_City D_Type B_2023-05-21
66.05560439263706,Factory 1_City E_Type B_2023-05-22
108.05199638880316,Factory 1_City A_Type C_2023-05-23
103.56122301717365,Factory 1_City C_Type B_2023-05-24
59.88564803612047,Factory 1_City C_Type C_2023-05-25
91.2253152461895,Factory 1_City E_Type B_2023-05-26
91.78374833826592,Factory 1_City D_Type A_2023-05-27
104.13667334475748,Factory 1_City E_Type C_2023-05-28
96.75075346905696,Factory 1_City C_Type C_2023-05-29
115.0041393480776,Factory 1_City D_Type B_2023-05-30
70.65506444850166,Factory 1_City C_Type B_2023-05-31
115.20884400166366,Factory 1_City D_Type A_2023-06-01
102.371257847138,Factory 1_City A_Type C_2023-06-02
89.01174027200159,Factory 1_City E_Type C_2023-06-03
109.14036292427429,Factory 1_City E_Type C_2023-06-04
52.04086302154623,Factory 1_City A_Type C_2023-06-05
87.8207572253215,Factory 1_City C_Type C_2023-06-06
68.61499154424831,Factory 1_City B_Type A_2023-06-07
55.37652087484969,Factory 1_City A_Type C_2023-06-08
89.62501525137156,Factory 1_City B_Type A_2023-06-09
87.0958410851163,Factory 1_City C_Type A_2023-06-10
105.33643571901716,Factory 1_City D_Type B_2023-06-11
85.04976480856699,Factory 1_City B_Type A_2023-06-12
97.35386246644232,Factory 1_City D_Type C_2023-06-13
55.71191040033869,Factory 1_City D_Type B_2023-06-14
98.8482949853619,Factory 1_City B_Type C_2023-06-15
112.59855827794895,Factory 1_City E_Type C_2023-06-16
118.37560609793104,Factory 1_City A_Type C_2023-06-17
63.06479578583778,Factory 1_City E_Type C_2023-06-18
67.6618348948781,Factory 1_City D_Type B_2023-06-19
78.85958094821659,Factory 1_City C_Type C_2023-06-20
79.04723052557763,Factory 1_City A_Type B_2023-06-21
91.49396586091294,Factory 1_City E_Type B_2023-06-22
100.54462449426497,Factory 1_City E_Type A_2023-06-23
63.782151024297846,Factory 1_City D_Type B_2023-06-24
50.86387322422618,Factory 1_City B_Type A_2023-06-25
87.88890776591747,Factory 1_City E_Type C_2023-06-26
51.55529374179063,Factory 1_City A_Type B_2023-06-27
118.47544679685907,Factory 1_City D_Type B_2023-06-28
80.38365232566697,Factory 1_City D_Type C_2023-06-29
101.45176303328763,Factory 1_City E_Type C_2023-06-30
51.57951581937431,Factory 1_City B_Type A_2023-07-01
50.97034951390021,Factory 1_City C_Type A_2023-07-02
97.24252421379084,Factory 1_City A_Type A_2023-07-03
66.25572836309402,Factory 1_City E_Type C_2023-07-04
103.52556652694116,Factory 1_City D_Type C_2023-07-05
55.737601425056354,Factory 1_City C_Type B_2023-07-06
111.54956893099046,Factory 1_City D_Type C_2023-07-07
80.84654183970055,Factory 1_City C_Type C_2023-07-08
80.46835957595877,Factory 1_City E_Type B_2023-07-09
52.491316156453344,Factory 1_City B_Type A_2023-07-10
56.81568256538548,Factory 1_City E_Type A_2023-07-11
73.75259849589978,Factory 1_City D_Type C_2023-07-12
51.00668651889071,Factory 1_City C_Type C_2023-07-13
53.017007626382686,Factory 1_City C_Type B_2023-07-14
76.74864461219812,Factory 1_City E_Type B_2023-07-15
70.85840648470906,Factory 1_City C_Type A_2023-07-16
85.14057384174275,Factory 1_City D_Type A_2023-07-17
92.09688494819945,Factory 1_City C_Type B_2023-07-18
86.75345381717693,Factory 1_City B_Type A_2023-07-19
57.570851020134974,Factory 1_City B_Type B_2023-07-20
100.34716404030824,Factory 1_City C_Type A_2023-07-21
78.5522725955096,Factory 1_City C_Type B_2023-07-22
88.69704130028444,Factory 1_City E_Type B_2023-07-23
53.16059550886044,Factory 1_City A_Type B_2023-07-24
83.74121378438528,Factory 1_City C_Type B_2023-07-25
90.72050692314338,Factory 1_City A_Type A_2023-07-26
109.30885869739066,Factory 1_City A_Type A_2023-07-27
73.25207654432128,Factory 1_City E_Type B_2023-07-28
91.51393329771504,Factory 1_City E_Type A_2023-07-29
105.8176050535445,Factory 1_City E_Type B_2023-07-30
54.35435640679837,Factory 1_City A_Type C_2023-07-31
118.85981082464062,Factory 1_City E_Type B_2023-08-01
104.9632919095989,Factory 1_City A_Type A_2023-08-02
99.90176585413155,Factory 1_City A_Type A_2023-08-03
54.04187556269252,Factory 1_City C_Type C_2023-08-04
60.04813291606375,Factory 1_City C_Type B_2023-08-05
86.82658092760795,Factory 1_City A_Type A_2023-08-06
50.54366495077781,Factory 1_City A_Type C_2023-08-07
75.6675215792087,Factory 1_City E_Type B_2023-08-08
110.35479963253567,Factory 1_City C_Type C_2023-08-09
85.28929893429068,Factory 1_City E_Type B_2023-08-10
68.55792752906041,Factory 1_City C_Type B_2023-08-11
115.26436991435976,Factory 1_City A_Type C_2023-08-12
64.886500055794,Factory 1_City D_Type C_2023-08-13
50.83425880847695,Factory 1_City D_Type B_2023-08-14
56.394726990648905,Factory 1_City C_Type B_2023-08-15
58.82770991750375,Factory 1_City A_Type A_2023-08-16
99.8554143624011,Factory 1_City E_Type C_2023-08-17
53.8811664992689,Factory 1_City B_Type C_2023-08-18
101.3549988255114,Factory 1_City B_Type A_2023-08-19
59.22647809276756,Factory 1_City A_Type B_2023-08-20
70.96894237304281,Factory 1_City D_Type C_2023-08-21
64.92427519723945,Factory 1_City E_Type B_2023-08-22
94.61115095766166,Factory 1_City D_Type A_2023-08-23
61.37577457082194,Factory 1_City E_Type B_2023-08-24
91.83427079082304,Factory 1_City C_Type C_2023-08-25
84.07797483588658,Factory 1_City B_Type A_2023-08-26
117.5141757516698,Factory 1_City A_Type B_2023-08-27
119.85842188907824,Factory 1_City A_Type B_2023-08-28
109.50929142795258,Factory 1_City C_Type B_2023-08-29
83.97034438432007,Factory 1_City E_Type C_2023-08-30
68.38868339013547,Factory 1_City C_Type B_2023-08-31
115.53141290856976,Factory 1_City B_Type C_2023-09-01
71.4961420352174,Factory 1_City B_Type C_2023-09-02
107.28103566075671,Factory 1_City B_Type C_2023-09-03
76.83715045423989,Factory 1_City A_Type B_2023-09-04
51.92293937590894,Factory 1_City C_Type A_2023-09-05
69.55376396935917,Factory 1_City D_Type C_2023-09-06
60.90960755860104,Factory 1_City E_Type B_2023-09-07
60.598731075525954,Factory 1_City B_Type C_2023-09-08
85.02033630747258,Factory 1_City D_Type B_2023-09-09
96.96054209013342,Factory 1_City C_Type B_2023-09-10
74.51305670323728,Factory 1_City D_Type C_2023-09-11
55.3706379619216,Factory 1_City E_Type C_2023-09-12
118.6003824237772,Factory 1_City A_Type A_2023-09-13
64.65438795688692,Factory 1_City B_Type A_2023-09-14
114.3123113362976,Factory 1_City E_Type C_2023-09-15
57.203356183940045,Factory 1_City C_Type B_2023-09-16
54.45210054644581,Factory 1_City C_Type B_2023-09-17
114.72610267075729,Factory 1_City D_Type B_2023-09-18
64.08226626022156,Factory 1_City C_Type C_2023-09-19
63.08351075150827,Factory 1_City D_Type A_2023-09-20
102.05217622924324,Factory 1_City C_Type B_2023-09-21
55.45152923639036,Factory 1_City C_Type A_2023-09-22
81.24482056009481,Factory 1_City B_Type C_2023-09-23
107.28524489766517,Factory 1_City C_Type B_2023-09-24
112.45665408766745,Factory 1_City D_Type C_2023-09-25
89.99331034803501,Factory 1_City B_Type C_2023-09-26
71.31662324059684,Factory 1_City C_Type A_2023-09-27
52.4609894433951,Factory 1_City A_Type A_2023-09-28
55.18524350473134,Factory 1_City D_Type B_2023-09-29
92.23829485541722,Factory 1_City D_Type A_2023-09-30
56.86311766776579,Factory 1_City A_Type C_2023-10-01
103.91601359549114,Factory 1_City A_Type C_2023-10-02
71.69059545859393,Factory 1_City E_Type B_2023-10-03
55.80402069761368,Factory 1_City A_Type B_2023-10-04
57.81451505772432,Factory 1_City B_Type A_2023-10-05
64.71933245313029,Factory 1_City C_Type C_2023-10-06
99.76260313223791,Factory 1_City B_Type B_2023-10-07
94.98395546476522,Factory 1_City D_Type B_2023-10-08
113.81038210841368,Factory 1_City B_Type B_2023-10-09
71.68132742622085,Factory 1_City A_Type A_2023-10-10
101.06649953835068,Factory 1_City A_Type C_2023-10-11
62.80460481734593,Factory 1_City C_Type C_2023-10-12
74.97062185162345,Factory 1_City D_Type C_2023-10-13
113.52242234424978,Factory 1_City D_Type C_2023-10-14
115.3515200590876,Factory 1_City A_Type A_2023-10-15
66.92351552357772,Factory 1_City C_Type A_2023-10-16
103.028387519336,Factory 1_City E_Type B_2023-10-17
89.6023114585802,Factory 1_City B_Type C_2023-10-18
107.35994975692556,Factory 1_City B_Type B_2023-10-19
55.547472429095016,Factory 1_City B_Type A_2023-10-20
73.87141205792237,Factory 1_City B_Type C_2023-10-21
96.7953430805688,Factory 1_City C_Type C_2023-10-22
116.08288947966491,Factory 1_City A_Type A_2023-10-23
101.21757191512371,Factory 1_City E_Type C_2023-10-24
79.6665729621502,Factory 1_City C_Type B_2023-10-25
107.75944129629934,Factory 1_City A_Type C_2023-10-26
69.57210028515922,Factory 1_City E_Type B_2023-10-27
92.76716496025784,Factory 1_City C_Type C_2023-10-28
106.92049918546698,Factory 1_City A_Type A_2023-10-29
103.8749514718558,Factory 1_City B_Type A_2023-10-30
108.15371720163324,Factory 1_City C_Type B_2023-10-31
77.48114252527779,Factory 1_City A_Type A_2023-11-01
55.19233369160185,Factory 1_City A_Type B_2023-11-02
83.10155255473816,Factory 1_City E_Type C_2023-11-03
53.94332944594679,Factory 1_City E_Type A_2023-11-04
104.4514393875814,Factory 1_City A_Type C_2023-11-05
69.0599962495694,Factory 1_City E_Type C_2023-11-06
56.438915746956,Factory 1_City C_Type C_2023-11-07
94.36948731147268,Factory 1_City B_Type B_2023-11-08
77.40759697211405,Factory 1_City C_Type B_2023-11-09
51.70736951770677,Factory 1_City E_Type B_2023-11-10
57.237645564102905,Factory 1_City D_Type B_2023-11-11
81.89625750871645,Factory 1_City C_Type C_2023-11-12
78.65723918283929,Factory 1_City E_Type C_2023-11-13
57.32624437355274,Factory 1_City B_Type B_2023-11-14
106.7761072340181,Factory 1_City A_Type A_2023-11-15
68.3756022986581,Factory 1_City A_Type A_2023-11-16
111.52168021389966,Factory 1_City A_Type A_2023-11-17
72.61497478840258,Factory 1_City E_Type B_2023-11-18
97.0998526466784,Factory 1_City D_Type C_2023-11-19
56.92780363860948,Factory 1_City B_Type A_2023-11-20
94.22423905569288,Factory 1_City B_Type B_2023-11-21
97.81487026330868,Factory 1_City A_Type A_2023-11-22
93.86610473639388,Factory 1_City D_Type B_2023-11-23
76.15239616738414,Factory 1_City B_Type C_2023-11-24
78.16062746534232,Factory 1_City B_Type A_2023-11-25
73.8308756069593,Factory 1_City C_Type B_2023-11-26
54.09756200560351,Factory 1_City D_Type B_2023-11-27
72.69756116963794,Factory 1_City A_Type B_2023-11-28
118.67206423805531,Factory 1_City B_Type C_2023-11-29
65.80341524125197,Factory 1_City D_Type C_2023-11-30
64.07955798132642,Factory 1_City B_Type A_2023-12-01
62.39850203216936,Factory 1_City E_Type B_2023-12-02
74.36188742321035,Factory 1_City A_Type B_2023-12-03
86.04492562024704,Factory 1_City E_Type A_2023-12-04
81.81379130687498,Factory 1_City E_Type A_2023-12-05
71.60428539667654,Factory 1_City D_Type C_2023-12-06
98.63745109102044,Factory 1_City D_Type B_2023-12-07
86.58009741832666,Factory 1_City E_Type C_2023-12-08
71.6526957050756,Factory 1_City D_Type A_2023-12-09
87.09267075877588,Factory 1_City E_Type A_2023-12-10
75.0228751851219,Factory 1_City E_Type A_2023-12-11
97.43278274697158,Factory 1_City E_Type A_2023-12-12
84.79625165455579,Factory 1_City A_Type A_2023-12-13
74.18228060277882,Factory 1_City B_Type A_2023-12-14
117.250966175977,Factory 1_City E_Type B_2023-12-15
60.05813376289489,Factory 1_City E_Type B_2023-12-16
107.98647019211523,Factory 1_City A_Type B_2023-12-17
69.88729044592031,Factory 1_City C_Type A_2023-12-18
108.24663152581805,Factory 1_City D_Type B_2023-12-19
104.1011755467297,Factory 1_City E_Type B_2023-12-20
98.0655296347826,Factory 1_City E_Type B_2023-12-21
90.83954106281011,Factory 1_City C_Type B_2023-12-22
98.28747499301332,Factory 1_City E_Type A_2023-12-23
73.3105343136571,Factory 1_City C_Type B_2023-12-24
104.63652619299152,Factory 1_City D_Type B_2023-12-25
50.41497507358147,Factory 1_City B_Type B_2023-12-26
90.38714050846852,Factory 1_City B_Type B_2023-12-27
88.80258186585587,Factory 1_City E_Type B_2023-12-28
53.312717109549496,Factory 1_City B_Type C_2023-12-29
76.73706133316881,Factory 1_City A_Type A_2023-12-30
71.54069325550597,Factory 1_City C_Type A_2023-12-31
53.158111502102166,Factory 2_City C_Type C_2023-01-01
105.44021882911372,Factory 2_City B_Type A_2023-01-02
112.5100953677548,Factory 2_City E_Type A_2023-01-03
78.64376506499548,Factory 2_City E_Type C_2023-01-04
55.3269992286542,Factory 2_City D_Type C_2023-01-05
78.92423664178011,Factory 2_City A_Type B_2023-01-06
70.39690702145126,Factory 2_City B_Type C_2023-01-07
81.51856354476467,Factory 2_City B_Type C_2023-01-08
55.362753498277925,Factory 2_City B_Type B_2023-01-09
68.55862830120176,Factory 2_City E_Type B_2023-01-10
118.41583425443451,Factory 2_City A_Type C_2023-01-11
107.5547808715393,Factory 2_City E_Type A_2023-01-12
95.7751952011984,Factory 2_City B_Type C_2023-01-13
70.58023720164672,Factory 2_City B_Type C_2023-01-14
93.65394830029211,Factory 2_City D_Type A_2023-01-15
74.84965287268474,Factory 2_City A_Type A_2023-01-16
111.61762412971812,Factory 2_City B_Type B_2023-01-17
56.65325210631799,Factory 2_City C_Type B_2023-01-18
116.43485755517948,Factory 2_City D_Type C_2023-01-19
94.62491620539144,Factory 2_City C_Type A_2023-01-20
61.039253488164434,Factory 2_City B_Type C_2023-01-21
86.39986868258453,Factory 2_City E_Type B_2023-01-22
89.38486980736695,Factory 2_City C_Type B_2023-01-23
91.28840761078288,Factory 2_City E_Type B_2023-01-24
95.4672701745773,Factory 2_City B_Type A_2023-01-25
87.23918227895473,Factory 2_City E_Type A_2023-01-26
68.2443418329901,Factory 2_City D_Type A_2023-01-27
52.52261642494312,Factory 2_City C_Type C_2023-01-28
62.29385258976016,Factory 2_City D_Type C_2023-01-29
59.5082699889286,Factory 2_City D_Type A_2023-01-30
83.279136597281,Factory 2_City C_Type C_2023-01-31
75.73606322413758,Factory 2_City B_Type C_2023-02-01
90.5845889798591,Factory 2_City E_Type B_2023-02-02
97.58726876539792,Factory 2_City B_Type B_2023-02-03
92.98635165829911,Factory 2_City C_Type B_2023-02-04
80.81039130568928,Factory 2_City A_Type A_2023-02-05
115.27442458443758,Factory 2_City B_Type B_2023-02-06
67.51724276840558,Factory 2_City C_Type C_2023-02-07
101.52575010359598,Factory 2_City A_Type B_2023-02-08
118.96451281377657,Factory 2_City B_Type A_2023-02-09
94.4915437405731,Factory 2_City B_Type A_2023-02-10
100.45714215324408,Factory 2_City A_Type B_2023-02-11
95.04669122619325,Factory 2_City D_Type B_2023-02-12
109.1557146414851,Factory 2_City B_Type A_2023-02-13
66.96931697210476,Factory 2_City E_Type B_2023-02-14
119.00647747058976,Factory 2_City B_Type C_2023-02-15
97.52617969964687,Factory 2_City B_Type A_2023-02-16
117.68895126196264,Factory 2_City C_Type B_2023-02-17
106.92003732095355,Factory 2_City D_Type B_2023-02-18
97.40335065708588,Factory 2_City D_Type A_2023-02-19
79.59311439617667,Factory 2_City C_Type C_2023-02-20
81.88298195105574,Factory 2_City B_Type A_2023-02-21
73.67999145469363,Factory 2_City B_Type A_2023-02-22
106.65399801170916,Factory 2_City C_Type C_2023-02-23
87.54088560580306,Factory 2_City A_Type B_2023-02-24
118.099962329724,Factory 2_City C_Type C_2023-02-25
53.646153484900566,Factory 2_City B_Type C_2023-02-26
66.4829991907614,Factory 2_City C_Type B_2023-02-27
72.5608231382036,Factory 2_City C_Type B_2023-02-28
107.77110936399002,Factory 2_City E_Type B_2023-03-01
119.80590432403922,Factory 2_City A_Type B_2023-03-02
89.41659945107449,Factory 2_City B_Type A_2023-03-03
77.26844151370656,Factory 2_City D_Type B_2023-03-04
79.36777511686982,Factory 2_City B_Type C_2023-03-05
99.84826394338948,Factory 2_City C_Type A_2023-03-06
109.27053932777132,Factory 2_City A_Type C_2023-03-07
102.48270150879269,Factory 2_City E_Type A_2023-03-08
104.3306304873936,Factory 2_City B_Type B_2023-03-09
78.55020179136393,Factory 2_City E_Type C_2023-03-10
55.95305349142498,Factory 2_City B_Type B_2023-03-11
72.48686144520109,Factory 2_City E_Type C_2023-03-12
88.4266218950479,Factory 2_City E_Type A_2023-03-13
116.46762059795564,Factory 2_City A_Type B_2023-03-14
107.34614037880716,Factory 2_City E_Type B_2023-03-15
95.59239280583677,Factory 2_City D_Type A_2023-03-16
113.30977396220052,Factory 2_City D_Type B_2023-03-17
72.0539178523058,Factory 2_City B_Type C_2023-03-18
67.76104396199823,Factory 2_City A_Type B_2023-03-19
67.75686213851876,Factory 2_City C_Type C_2023-03-20
117.79018931247288,Factory 2_City B_Type C_2023-03-21
53.39852990462042,Factory 2_City D_Type A_2023-03-22
95.26709272119336,Factory 2_City E_Type C_2023-03-23
80.35358108311718,Factory 2_City D_Type B_2023-03-24
98.17221057055843,Factory 2_City D_Type C_2023-03-25
103.32636784684668,Factory 2_City B_Type A_2023-03-26
114.3231935041982,Factory 2_City B_Type C_2023-03-27
96.27914107780018,Factory 2_City D_Type B_2023-03-28
87.0372287362307,Factory 2_City C_Type A_2023-03-29
88.21015807138336,Factory 2_City C_Type A_2023-03-30
53.31790045518148,Factory 2_City E_Type B_2023-03-31
59.978937999445805,Factory 2_City E_Type C_2023-04-01
62.47631692381084,Factory 2_City A_Type B_2023-04-02
80.01980529146469,Factory 2_City D_Type C_2023-04-03
74.48407198265548,Factory 2_City E_Type A_2023-04-04
85.41883304099444,Factory 2_City B_Type C_2023-04-05
117.4067767502731,Factory 2_City C_Type C_2023-04-06
59.98200376807833,Factory 2_City C_Type A_2023-04-07
87.95430721035206,Factory 2_City E_Type C_2023-04-08
84.190856469945,Factory 2_City E_Type A_2023-04-09
113.08568160844524,Factory 2_City D_Type C_2023-04-10
73.63593181606576,Factory 2_City B_Type A_2023-04-11
67.55122782014381,Factory 2_City D_Type C_2023-04-12
94.5112169131705,Factory 2_City D_Type C_2023-04-13
60.15626126473968,Factory 2_City A_Type C_2023-04-14
76.64868749741407,Factory 2_City C_Type B_2023-04-15
116.33217511254055,Factory 2_City C_Type A_2023-04-16
58.22234509574688,Factory 2_City E_Type B_2023-04-17
81.45459217106824,Factory 2_City E_Type A_2023-04-18
55.92390368640633,Factory 2_City D_Type C_2023-04-19
118.27058360010324,Factory 2_City A_Type C_2023-04-20
100.81781455298432,Factory 2_City D_Type A_2023-04-21
104.0167674417522,Factory 2_City B_Type A_2023-04-22
74.97573789584541,Factory 2_City A_Type B_2023-04-23
82.99130812295557,Factory 2_City A_Type C_2023-04-24
65.92604741522516,Factory 2_City E_Type C_2023-04-25
107.09081981647016,Factory 2_City B_Type B_2023-04-26
109.24441459064964,Factory 2_City B_Type B_2023-04-27
106.5251767579676,Factory 2_City C_Type C_2023-04-28
55.94788862025745,Factory 2_City C_Type A_2023-04-29
81.35239413911242,Factory 2_City C_Type A_2023-04-30
102.98963316427589,Factory 2_City C_Type C_2023-05-01
96.97787488621051,Factory 2_City B_Type B_2023-05-02
118.56155341789766,Factory 2_City D_Type C_2023-05-03
90.54874807026394,Factory 2_City A_Type B_2023-05-04
114.62976909922013,Factory 2_City A_Type C_2023-05-05
79.72507799163347,Factory 2_City B_Type B_2023-05-06
97.56556159155888,Factory 2_City C_Type A_2023-05-07
57.0200530735234,Factory 2_City E_Type A_2023-05-08
93.17068788900517,Factory 2_City A_Type A_2023-05-09
73.07985227899425,Factory 2_City D_Type C_2023-05-10
116.09565721316508,Factory 2_City D_Type B_2023-05-11
90.48153406294064,Factory 2_City D_Type A_2023-05-12
113.59244599822756,Factory 2_City D_Type A_2023-05-13
102.56498754617056,Factory 2_City B_Type A_2023-05-14
