machine_downtime_hours,key_point
2.2580997633034627,Factory 1_City D_Type B_2023-06-19
1.5194890916604873,Factory 1_City C_Type C_2023-06-20
0.6137826148230818,Factory 1_City A_Type B_2023-06-21
2.704675274930091,Factory 1_City E_Type B_2023-06-22
2.552987918563701,Factory 1_City E_Type A_2023-06-23
2.7347782839847365,Factory 1_City D_Type B_2023-06-24
0.1165372380102311,Factory 1_City B_Type A_2023-06-25
2.164959957548773,Factory 1_City E_Type C_2023-06-26
5.444465294232812,Factory 1_City A_Type B_2023-06-27
1.6622673676935316,Factory 1_City D_Type B_2023-06-28
1.4498044883976764,Factory 1_City D_Type C_2023-06-29
1.9504155016814364,Factory 1_City E_Type C_2023-06-30
3.324112504496528,Factory 1_City B_Type A_2023-07-01
1.4462812044990363,Factory 1_City C_Type A_2023-07-02
4.516725111467708,Factory 1_City A_Type A_2023-07-03
2.99157707583254,Factory 1_City E_Type C_2023-07-04
1.145290862489544,Factory 1_City D_Type C_2023-07-05
2.448377329830172,Factory 1_City C_Type B_2023-07-06
6.691537539758958,Factory 1_City D_Type C_2023-07-07
1.86458249512668,Factory 1_City C_Type C_2023-07-08
4.24049964041386,Factory 1_City E_Type B_2023-07-09
4.103834798567259,Factory 1_City B_Type A_2023-07-10
5.40469418853951,Factory 1_City E_Type A_2023-07-11
2.462553200208953,Factory 1_City D_Type C_2023-07-12
0.5642851007436525,Factory 1_City C_Type C_2023-07-13
2.4824678568363803,Factory 1_City C_Type B_2023-07-14
5.028531205178266,Factory 1_City E_Type B_2023-07-15
3.770466196592969,Factory 1_City C_Type A_2023-07-16
4.563275931229133,Factory 1_City D_Type A_2023-07-17
3.390160959447387,Factory 1_City C_Type B_2023-07-18
4.953634538337239,Factory 1_City B_Type A_2023-07-19
1.9388295610940984,Factory 1_City B_Type B_2023-07-20
6.780381064437891,Factory 1_City C_Type A_2023-07-21
3.858192000652348,Factory 1_City C_Type B_2023-07-22
5.266459516048495,Factory 1_City E_Type B_2023-07-23
3.803086842843859,Factory 1_City A_Type B_2023-07-24
5.230294008995693,Factory 1_City C_Type B_2023-07-25
0.5110381394472228,Factory 1_City A_Type A_2023-07-26
6.759766829120811,Factory 1_City A_Type A_2023-07-27
3.5666043986161293,Factory 1_City E_Type B_2023-07-28
2.2621236564807887,Factory 1_City E_Type A_2023-07-29
1.3441604175414286,Factory 1_City E_Type B_2023-07-30
3.548506763988022,Factory 1_City A_Type C_2023-07-31
4.105519133678638,Factory 1_City E_Type B_2023-08-01
1.0754674189564,Factory 1_City A_Type A_2023-08-02
4.6386366083818,Factory 1_City A_Type A_2023-08-03
4.881568071886676,Factory 1_City C_Type C_2023-08-04
6.177216220926705,Factory 1_City C_Type B_2023-08-05
3.600878869480237,Factory 1_City A_Type A_2023-08-06
3.92815810135128,Factory 1_City A_Type C_2023-08-07
7.502606399880537,Factory 1_City E_Type B_2023-08-08
3.457848476036066,Factory 1_City C_Type C_2023-08-09
6.014385308695464,Factory 1_City E_Type B_2023-08-10
6.463658624872152,Factory 1_City C_Type B_2023-08-11
3.485376528978323,Factory 1_City A_Type C_2023-08-12
5.573511902985575,Factory 1_City D_Type C_2023-08-13
5.128688828657276,Factory 1_City D_Type B_2023-08-14
4.582084263640694,Factory 1_City C_Type B_2023-08-15
0.3920371597701884,Factory 1_City A_Type A_2023-08-16
2.578598595755399,Factory 1_City E_Type C_2023-08-17
1.778262133108682,Factory 1_City B_Type C_2023-08-18
1.784690676231799,Factory 1_City B_Type A_2023-08-19
5.416994107860512,Factory 1_City A_Type B_2023-08-20
0.786759372721705,Factory 1_City D_Type C_2023-08-21
2.1570400701374624,Factory 1_City E_Type B_2023-08-22
7.248807429443406,Factory 1_City D_Type A_2023-08-23
4.763318412960867,Factory 1_City E_Type B_2023-08-24
5.056960975325211,Factory 1_City C_Type C_2023-08-25
3.841468122095103,Factory 1_City B_Type A_2023-08-26
1.7637638479949589,Factory 1_City A_Type B_2023-08-27
3.255187451125023,Factory 1_City A_Type B_2023-08-28
2.949801243766768,Factory 1_City C_Type B_2023-08-29
0.3567047418731519,Factory 1_City E_Type C_2023-08-30
5.014663235320538,Factory 1_City C_Type B_2023-08-31
5.113614635119679,Factory 1_City B_Type C_2023-09-01
0.4434639115298706,Factory 1_City B_Type C_2023-09-02
2.065814506079864,Factory 1_City B_Type C_2023-09-03
0.655507512305169,Factory 1_City A_Type B_2023-09-04
7.041237863282071,Factory 1_City C_Type A_2023-09-05
5.946823164560099,Factory 1_City D_Type C_2023-09-06
4.747971326574811,Factory 1_City E_Type B_2023-09-07
0.723351822333286,Factory 1_City B_Type C_2023-09-08
3.1219083966719605,Factory 1_City D_Type B_2023-09-09
4.399015369249684,Factory 1_City C_Type B_2023-09-10
4.501243383221939,Factory 1_City D_Type C_2023-09-11
2.902926535960828,Factory 1_City E_Type C_2023-09-12
5.737451576374061,Factory 1_City A_Type A_2023-09-13
7.560136753987952,Factory 1_City B_Type A_2023-09-14
1.9732515747582229,Factory 1_City E_Type C_2023-09-15
2.3939873540812835,Factory 1_City C_Type B_2023-09-16
4.1215378091057095,Factory 1_City C_Type B_2023-09-17
5.528846960430809,Factory 1_City D_Type B_2023-09-18
0.8990874583322066,Factory 1_City C_Type C_2023-09-19
2.790963332842323,Factory 1_City D_Type A_2023-09-20
0.6032974079423061,Factory 1_City C_Type B_2023-09-21
6.039460318280403,Factory 1_City C_Type A_2023-09-22
4.014563004324088,Factory 1_City B_Type C_2023-09-23
6.255460638305671,Factory 1_City C_Type B_2023-09-24
4.197378453484978,Factory 1_City D_Type C_2023-09-25
1.0798278885731367,Factory 1_City B_Type C_2023-09-26
0.1289971709777191,Factory 1_City C_Type A_2023-09-27
1.8185765685602195,Factory 1_City A_Type A_2023-09-28
3.3330882993100044,Factory 1_City D_Type B_2023-09-29
1.420463357705782,Factory 1_City D_Type A_2023-09-30
4.791064758058537,Factory 1_City A_Type C_2023-10-01
6.594143887382996,Factory 1_City A_Type C_2023-10-02
4.092205126475944,Factory 1_City E_Type B_2023-10-03
5.023669882743262,Factory 1_City A_Type B_2023-10-04
1.647098486132795,Factory 1_City B_Type A_2023-10-05
2.8500915903436725,Factory 1_City C_Type C_2023-10-06
4.092724885172394,Factory 1_City B_Type B_2023-10-07
5.418405490685275,Factory 1_City D_Type B_2023-10-08
7.47857632355041,Factory 1_City B_Type B_2023-10-09
6.68710726500994,Factory 1_City A_Type A_2023-10-10
2.2743063127636747,Factory 1_City A_Type C_2023-10-11
3.708411343082593,Factory 1_City C_Type C_2023-10-12
4.453674052422831,Factory 1_City D_Type C_2023-10-13
2.093370933100052,Factory 1_City D_Type C_2023-10-14
7.560979589959095,Factory 1_City A_Type A_2023-10-15
2.2442225748432074,Factory 1_City C_Type A_2023-10-16
1.684227907524904,Factory 1_City E_Type B_2023-10-17
1.0841349884860323,Factory 1_City B_Type C_2023-10-18
6.867762020786103,Factory 1_City B_Type B_2023-10-19
6.827165868295533,Factory 1_City B_Type A_2023-10-20
0.573853902519267,Factory 1_City B_Type C_2023-10-21
5.115091371632784,Factory 1_City C_Type C_2023-10-22
6.507255148517437,Factory 1_City A_Type A_2023-10-23
4.453456421454028,Factory 1_City E_Type C_2023-10-24
0.9676852979079388,Factory 1_City C_Type B_2023-10-25
5.517108157271249,Factory 1_City A_Type C_2023-10-26
1.1878654640422752,Factory 1_City E_Type B_2023-10-27
2.0481693844921045,Factory 1_City C_Type C_2023-10-28
0.3069108908456091,Factory 1_City A_Type A_2023-10-29
6.802541665260791,Factory 1_City B_Type A_2023-10-30
4.482789394802587,Factory 1_City C_Type B_2023-10-31
6.637150442823427,Factory 1_City A_Type A_2023-11-01
3.296772549664917,Factory 1_City A_Type B_2023-11-02
5.878804163996809,Factory 1_City E_Type C_2023-11-03
2.7783013292213967,Factory 1_City E_Type A_2023-11-04
3.868176538919772,Factory 1_City A_Type C_2023-11-05
1.3968873358580955,Factory 1_City E_Type C_2023-11-06
5.424980012293172,Factory 1_City C_Type C_2023-11-07
7.884193066041744,Factory 1_City B_Type B_2023-11-08
1.3701872853299166,Factory 1_City C_Type B_2023-11-09
2.5955058290805297,Factory 1_City E_Type B_2023-11-10
5.447337700938012,Factory 1_City D_Type B_2023-11-11
7.6258974302498626,Factory 1_City C_Type C_2023-11-12
5.441902030750264,Factory 1_City E_Type C_2023-11-13
2.3820332293779547,Factory 1_City B_Type B_2023-11-14
0.6016162301024197,Factory 1_City A_Type A_2023-11-15
3.7826049991704194,Factory 1_City A_Type A_2023-11-16
7.750531531867013,Factory 1_City A_Type A_2023-11-17
1.872042297282959,Factory 1_City E_Type B_2023-11-18
0.934432861871616,Factory 1_City D_Type C_2023-11-19
1.9988303686266369,Factory 1_City B_Type A_2023-11-20
3.60789202118675,Factory 1_City B_Type B_2023-11-21
1.9270245096438616,Factory 1_City A_Type A_2023-11-22
1.0759208519640184,Factory 1_City D_Type B_2023-11-23
6.614456902248262,Factory 1_City B_Type C_2023-11-24
5.158848347437814,Factory 1_City B_Type A_2023-11-25
1.558350421151414,Factory 1_City C_Type B_2023-11-26
2.6800685596615663,Factory 1_City D_Type B_2023-11-27
2.506941555658225,Factory 1_City A_Type B_2023-11-28
5.418734768652131,Factory 1_City B_Type C_2023-11-29
5.256950712490187,Factory 1_City D_Type C_2023-11-30
3.5772840362453087,Factory 1_City B_Type A_2023-12-01
3.165958638778835,Factory 1_City E_Type B_2023-12-02
4.606281687115293,Factory 1_City A_Type B_2023-12-03
5.206421521147037,Factory 1_City E_Type A_2023-12-04
7.649967646957338,Factory 1_City E_Type A_2023-12-05
6.0902036508033,Factory 1_City D_Type C_2023-12-06
2.670519293673899,Factory 1_City D_Type B_2023-12-07
6.071110801123573,Factory 1_City E_Type C_2023-12-08
1.093883221833882,Factory 1_City D_Type A_2023-12-09
5.213438359027416,Factory 1_City E_Type A_2023-12-10
1.4131442389637563,Factory 1_City E_Type A_2023-12-11
7.1793524006253895,Factory 1_City E_Type A_2023-12-12
6.9886024460778735,Factory 1_City A_Type A_2023-12-13
7.28812559983376,Factory 1_City B_Type A_2023-12-14
4.445638883135568,Factory 1_City E_Type B_2023-12-15
3.2967488770603133,Factory 1_City E_Type B_2023-12-16
3.332737822273589,Factory 1_City A_Type B_2023-12-17
2.315982920957757,Factory 1_City C_Type A_2023-12-18
0.7186060205766722,Factory 1_City D_Type B_2023-12-19
7.189111426408826,Factory 1_City E_Type B_2023-12-20
0.7021833129875246,Factory 1_City E_Type B_2023-12-21
5.236969548123703,Factory 1_City C_Type B_2023-12-22
6.266693535396964,Factory 1_City E_Type A_2023-12-23
6.271356678940319,Factory 1_City C_Type B_2023-12-24
0.4872978149722167,Factory 1_City D_Type B_2023-12-25
6.215571107140169,Factory 1_City B_Type B_2023-12-26
4.875562378618231,Factory 1_City B_Type B_2023-12-27
6.27964492229206,Factory 1_City E_Type B_2023-12-28
2.9881573138539297,Factory 1_City B_Type C_2023-12-29
4.636290953199849,Factory 1_City A_Type A_2023-12-30
4.164564354393387,Factory 1_City C_Type A_2023-12-31
6.494504855566229,Factory 2_City C_Type C_2023-01-01
3.1923236163864326,Factory 2_City B_Type A_2023-01-02
7.54638717796522,Factory 2_City E_Type A_2023-01-03
2.0182316766146915,Factory 2_City E_Type C_2023-01-04
1.683693981465698,Factory 2_City D_Type C_2023-01-05
5.375551086789201,Factory 2_City A_Type B_2023-01-06
6.335252307377895,Factory 2_City B_Type C_2023-01-07
7.423473609896172,Factory 2_City B_Type C_2023-01-08
6.198867217455647,Factory 2_City B_Type B_2023-01-09
6.77054410224699,Factory 2_City E_Type B_2023-01-10
2.1189300625085714,Factory 2_City A_Type C_2023-01-11
1.3934735045441338,Factory 2_City E_Type A_2023-01-12
4.373435999110296,Factory 2_City B_Type C_2023-01-13
7.299880433842948,Factory 2_City B_Type C_2023-01-14
0.4211369010172889,Factory 2_City D_Type A_2023-01-15
5.571502341617705,Factory 2_City A_Type A_2023-01-16
5.885141280090922,Factory 2_City B_Type B_2023-01-17
0.0450505019844298,Factory 2_City C_Type B_2023-01-18
1.1354656860751886,Factory 2_City D_Type C_2023-01-19
4.820207121002027,Factory 2_City C_Type A_2023-01-20
4.657445889157119,Factory 2_City B_Type C_2023-01-21
0.5480223405751525,Factory 2_City E_Type B_2023-01-22
6.873512309772555,Factory 2_City C_Type B_2023-01-23
5.318462068641956,Factory 2_City E_Type B_2023-01-24
5.133405681291968,Factory 2_City B_Type A_2023-01-25
7.315522958032378,Factory 2_City E_Type A_2023-01-26
3.999818119699349,Factory 2_City D_Type A_2023-01-27
6.263473381918938,Factory 2_City C_Type C_2023-01-28
7.933384422653425,Factory 2_City D_Type C_2023-01-29
7.503095808759068,Factory 2_City D_Type A_2023-01-30
4.7500060192574365,Factory 2_City C_Type C_2023-01-31
1.3005365493078287,Factory 2_City B_Type C_2023-02-01
2.687762459044092,Factory 2_City E_Type B_2023-02-02
4.526012513796659,Factory 2_City B_Type B_2023-02-03
5.044169137985387,Factory 2_City C_Type B_2023-02-04
7.185153365321257,Factory 2_City A_Type A_2023-02-05
5.335243093473682,Factory 2_City B_Type B_2023-02-06
7.278589126656483,Factory 2_City C_Type C_2023-02-07
6.103591028092489,Factory 2_City A_Type B_2023-02-08
7.67503883509558,Factory 2_City B_Type A_2023-02-09
6.569601626799637,Factory 2_City B_Type A_2023-02-10
4.455616733313402,Factory 2_City A_Type B_2023-02-11
4.332763702386743,Factory 2_City D_Type B_2023-02-12
0.986446442571398,Factory 2_City B_Type A_2023-02-13
7.211199529833865,Factory 2_City E_Type B_2023-02-14
4.308667086833627,Factory 2_City B_Type C_2023-02-15
5.783208059582224,Factory 2_City B_Type A_2023-02-16
2.0940229522961893,Factory 2_City C_Type B_2023-02-17
5.3301610953667815,Factory 2_City D_Type B_2023-02-18
2.8837042331940443,Factory 2_City D_Type A_2023-02-19
7.983321075298302,Factory 2_City C_Type C_2023-02-20
3.930792722150282,Factory 2_City B_Type A_2023-02-21
0.8550670006962511,Factory 2_City B_Type A_2023-02-22
1.4271860154286484,Factory 2_City C_Type C_2023-02-23
1.2708215355516463,Factory 2_City A_Type B_2023-02-24
3.011107971532887,Factory 2_City C_Type C_2023-02-25
7.044386738711656,Factory 2_City B_Type C_2023-02-26
0.4001505672174907,Factory 2_City C_Type B_2023-02-27
0.2107786575513408,Factory 2_City C_Type B_2023-02-28
4.660430696335952,Factory 2_City E_Type B_2023-03-01
3.055867757522427,Factory 2_City A_Type B_2023-03-02
3.594079135446713,Factory 2_City B_Type A_2023-03-03
4.510427128893154,Factory 2_City D_Type B_2023-03-04
2.4269595645761006,Factory 2_City B_Type C_2023-03-05
5.4351479048994085,Factory 2_City C_Type A_2023-03-06
0.5884038318102336,Factory 2_City A_Type C_2023-03-07
0.2596811340982112,Factory 2_City E_Type A_2023-03-08
0.7589657014014382,Factory 2_City B_Type B_2023-03-09
6.655104510053836,Factory 2_City E_Type C_2023-03-10
3.779696911319124,Factory 2_City B_Type B_2023-03-11
1.5694448555038294,Factory 2_City E_Type C_2023-03-12
3.437963048605334,Factory 2_City E_Type A_2023-03-13
4.400309927988832,Factory 2_City A_Type B_2023-03-14
3.7775827089454026,Factory 2_City E_Type B_2023-03-15
3.956944120880258,Factory 2_City D_Type A_2023-03-16
3.720988793182237,Factory 2_City D_Type B_2023-03-17
5.441268374071029,Factory 2_City B_Type C_2023-03-18
1.270063320896667,Factory 2_City A_Type B_2023-03-19
7.125964734797771,Factory 2_City C_Type C_2023-03-20
7.254982654552422,Factory 2_City B_Type C_2023-03-21
3.250584254764634,Factory 2_City D_Type A_2023-03-22
3.549722152961916,Factory 2_City E_Type C_2023-03-23
5.850760761482173,Factory 2_City D_Type B_2023-03-24
0.2780006538723683,Factory 2_City D_Type C_2023-03-25
6.899234818344713,Factory 2_City B_Type A_2023-03-26
1.684313174702743,Factory 2_City B_Type C_2023-03-27
5.916081865256518,Factory 2_City D_Type B_2023-03-28
0.8154704430608684,Factory 2_City C_Type A_2023-03-29
3.794981119796952,Factory 2_City C_Type A_2023-03-30
5.314831621275094,Factory 2_City E_Type B_2023-03-31
1.0546929424281135,Factory 2_City E_Type C_2023-04-01
5.475800815027822,Factory 2_City A_Type B_2023-04-02
7.5704711936671,Factory 2_City D_Type C_2023-04-03
7.463700388536636,Factory 2_City E_Type A_2023-04-04
3.560888277761025,Factory 2_City B_Type C_2023-04-05
4.756400809160359,Factory 2_City C_Type C_2023-04-06
3.551333584372318,Factory 2_City C_Type A_2023-04-07
6.788579276656369,Factory 2_City E_Type C_2023-04-08
3.325628626279432,Factory 2_City E_Type A_2023-04-09
1.1284783959383766,Factory 2_City D_Type C_2023-04-10
6.480554465833821,Factory 2_City B_Type A_2023-04-11
0.0314345713777424,Factory 2_City D_Type C_2023-04-12
3.7824357129017976,Factory 2_City D_Type C_2023-04-13
7.43043215998232,Factory 2_City A_Type C_2023-04-14
0.801354609898639,Factory 2_City C_Type B_2023-04-15
0.169310511856306,Factory 2_City C_Type A_2023-04-16
0.3594836196218098,Factory 2_City E_Type B_2023-04-17
1.3143838716197784,Factory 2_City E_Type A_2023-04-18
2.4840220203958667,Factory 2_City D_Type C_2023-04-19
0.4174804623740886,Factory 2_City A_Type C_2023-04-20
0.0452168387294777,Factory 2_City D_Type A_2023-04-21
1.7727474435155788,Factory 2_City B_Type A_2023-04-22
7.093875135567235,Factory 2_City A_Type B_2023-04-23
0.1667619184616064,Factory 2_City A_Type C_2023-04-24
0.5145895778662855,Factory 2_City E_Type C_2023-04-25
6.992452505111831,Factory 2_City B_Type B_2023-04-26
2.221725113924581,Factory 2_City B_Type B_2023-04-27
7.1849406688284905,Factory 2_City C_Type C_2023-04-28
0.1527942387337191,Factory 2_City C_Type A_2023-04-29
7.087389363334426,Factory 2_City C_Type A_2023-04-30
1.6707233313823364,Factory 2_City C_Type C_2023-05-01
4.629605181537939,Factory 2_City B_Type B_2023-05-02
3.5241739518731725,Factory 2_City D_Type C_2023-05-03
2.140094858830933,Factory 2_City A_Type B_2023-05-04
1.8380853988442103,Factory 2_City A_Type C_2023-05-05
5.025460836082841,Factory 2_City B_Type B_2023-05-06
0.5814572467264876,Factory 2_City C_Type A_2023-05-07
2.814615176694492,Factory 2_City E_Type A_2023-05-08
