batch_quality_pass_pcnt,waste_generated_kg,water_usage_liters,production_volume_units,defect_rate_pcnt,factory,date,key_point
88.75479659262179,11.572485593643956,4197.641595636171,527,2.6067409187093173,Factory 1,2023-01-25,Factory 1_City B_Type B_2023-01-25
93.0561446026633,24.16586683172502,2588.65533001633,732,2.995326596787172,Factory 1,2023-01-26,Factory 1_City B_Type A_2023-01-26
90.7247123079302,19.774126218586183,2992.9907913957604,742,1.5547274442850831,Factory 1,2023-01-27,Factory 1_City D_Type C_2023-01-27
80.1007001215545,38.73829083346215,3140.146928179642,638,4.2960430267708025,Factory 1,2023-01-28,Factory 1_City E_Type C_2023-01-28
90.42345924082493,15.552990937680814,1010.8435976573188,1087,2.637685754891401,Factory 1,2023-01-29,Factory 1_City E_Type C_2023-01-29
94.25953657054096,35.35034254880709,4631.464521850064,1506,2.651673664119634,Factory 1,2023-01-30,Factory 1_City A_Type B_2023-01-30
93.88043359937672,39.65843644556182,3292.603397029555,715,3.3118736162175377,Factory 1,2023-01-31,Factory 1_City E_Type C_2023-01-31
80.23185837404284,43.07195311236313,4836.299178256111,1983,1.8066379926755989,Factory 1,2023-02-01,Factory 1_City E_Type A_2023-02-01
90.94947884316944,47.02274051627106,2803.3574856165287,701,3.9085603457940334,Factory 1,2023-02-02,Factory 1_City D_Type A_2023-02-02
97.47725671184244,18.98419291759928,2809.758064530773,1607,2.87696696405104,Factory 1,2023-02-03,Factory 1_City E_Type B_2023-02-03
85.69232232356306,23.97547996197332,2872.9273137655173,1787,4.085356863040552,Factory 1,2023-02-04,Factory 1_City D_Type B_2023-02-04
80.48234075754655,18.878886477317977,1924.2991863522857,951,4.3332291767318205,Factory 1,2023-02-05,Factory 1_City C_Type B_2023-02-05
81.62466208623489,26.85698202369992,4570.686844307899,1353,3.839276324364093,Factory 1,2023-02-06,Factory 1_City E_Type B_2023-02-06
89.21078897585657,18.72092429976346,3580.2166710773176,1676,2.992394681939672,Factory 1,2023-02-07,Factory 1_City A_Type B_2023-02-07
85.06346947404677,32.931775127176024,4352.427852713183,1636,3.664598583365717,Factory 1,2023-02-08,Factory 1_City D_Type C_2023-02-08
93.91886984699477,12.057032539370011,2985.4649888049453,1752,1.5070181718773348,Factory 1,2023-02-09,Factory 1_City C_Type B_2023-02-09
95.34117478451846,13.468208474487344,4832.6831720157215,1539,4.275744952246997,Factory 1,2023-02-10,Factory 1_City C_Type B_2023-02-10
93.88944975770735,39.80258192480882,1219.5304585858996,1872,3.4849655252416243,Factory 1,2023-02-11,Factory 1_City B_Type A_2023-02-11
87.93261559652996,25.35855559678903,4730.359637701012,888,3.6968154215539353,Factory 1,2023-02-12,Factory 1_City E_Type B_2023-02-12
93.5955129894506,14.378703947164606,2566.520562161424,1833,3.3232103846365773,Factory 1,2023-02-13,Factory 1_City A_Type C_2023-02-13
83.54232698074084,45.35143539853703,4711.009132780851,1880,1.7744605121932646,Factory 1,2023-02-14,Factory 1_City E_Type B_2023-02-14
96.19167713359316,21.25563842310107,2010.5963758435405,1846,2.543427623706579,Factory 1,2023-02-15,Factory 1_City A_Type C_2023-02-15
96.4950552769794,19.5476012520407,4720.361402038954,855,3.168545205119271,Factory 1,2023-02-16,Factory 1_City B_Type C_2023-02-16
86.20223795356256,42.74717681999367,1513.7948723727654,1023,1.702051804406315,Factory 1,2023-02-17,Factory 1_City E_Type A_2023-02-17
96.55919931689516,40.3305278371609,1098.347665835206,656,2.395123292969978,Factory 1,2023-02-18,Factory 1_City B_Type B_2023-02-18
98.0664076827578,35.54103790656342,2590.3775918511774,1583,2.0565765471093638,Factory 1,2023-02-19,Factory 1_City B_Type C_2023-02-19
94.45945582791698,34.66601258082952,4186.149163904705,1587,2.8656604472454035,Factory 1,2023-02-20,Factory 1_City A_Type A_2023-02-20
85.54158899547676,29.22027789031316,1419.7207136726995,615,2.573404052784814,Factory 1,2023-02-21,Factory 1_City E_Type B_2023-02-21
80.78248641030616,33.79106549507745,3466.418327449896,1650,3.07920798280834,Factory 1,2023-02-22,Factory 1_City B_Type B_2023-02-22
83.03134892215058,17.284716627547972,4158.794028569917,1402,2.887868870217949,Factory 1,2023-02-23,Factory 1_City B_Type B_2023-02-23
93.9716556746493,33.52233512360317,1117.5777830260292,1410,2.2073762818776297,Factory 1,2023-02-24,Factory 1_City E_Type C_2023-02-24
83.4385621014803,27.81221020010662,3059.2694157187607,1418,2.8613686241509177,Factory 1,2023-02-25,Factory 1_City B_Type B_2023-02-25
86.40306035219444,38.27108867541783,1668.1676316037997,1010,2.19339273728294,Factory 1,2023-02-26,Factory 1_City C_Type B_2023-02-26
81.68255610024158,29.19588326368293,3743.870943931936,1245,3.6986967550240255,Factory 1,2023-02-27,Factory 1_City B_Type A_2023-02-27
96.4947028331726,37.32992113158584,2988.699056033709,1743,1.9778623357284155,Factory 1,2023-02-28,Factory 1_City B_Type A_2023-02-28
90.77330895874668,36.70373542254339,4231.3837677650345,1327,3.14549916495443,Factory 1,2023-03-01,Factory 1_City A_Type A_2023-03-01
91.15417244632188,31.694546599189533,4805.914238663965,863,4.366571087864804,Factory 1,2023-03-02,Factory 1_City A_Type A_2023-03-02
97.06258043004976,24.064907489585377,1405.683313796866,1786,3.5433535618949485,Factory 1,2023-03-03,Factory 1_City E_Type A_2023-03-03
90.77893217294915,32.00906168625047,1173.6501314192767,1677,2.266934993427817,Factory 1,2023-03-04,Factory 1_City B_Type C_2023-03-04
95.3810695396004,19.409423392079397,4477.03849860421,1269,2.323620762000376,Factory 1,2023-03-05,Factory 1_City D_Type B_2023-03-05
93.15628687516302,33.13547668025636,2096.642666239223,659,3.120035743813532,Factory 1,2023-03-06,Factory 1_City E_Type B_2023-03-06
92.7202521487656,28.608224491348725,1240.569370403141,1014,4.281533458438358,Factory 1,2023-03-07,Factory 1_City B_Type C_2023-03-07
97.6130183905616,13.564977284640666,4021.081681987232,948,2.4165729319740707,Factory 1,2023-03-08,Factory 1_City E_Type C_2023-03-08
97.46844749107392,47.22380858575665,1465.4655915419044,1989,4.371968663683761,Factory 1,2023-03-09,Factory 1_City D_Type B_2023-03-09
97.53238661975448,30.102643058537694,2594.6521110892527,1488,1.816994052785232,Factory 1,2023-03-10,Factory 1_City B_Type B_2023-03-10
90.72438072289876,34.77991005630351,2189.420192947356,1882,2.1624078893569174,Factory 1,2023-03-11,Factory 1_City E_Type C_2023-03-11
92.42744011206796,25.483150413425232,4855.289101929404,1736,2.096568833325888,Factory 1,2023-03-12,Factory 1_City E_Type B_2023-03-12
92.27571234578764,44.58641568561671,1973.911873619469,1071,1.7292505783141543,Factory 1,2023-03-13,Factory 1_City E_Type A_2023-03-13
95.67751172264538,45.57563664515377,2802.478626919032,731,2.559754225506192,Factory 1,2023-03-14,Factory 1_City A_Type B_2023-03-14
86.74198584488092,26.971875435395525,1330.470653837075,648,1.8757007112984811,Factory 1,2023-03-15,Factory 1_City D_Type C_2023-03-15
82.97613030250236,25.039715597652457,3200.367761832624,648,3.7651257862388343,Factory 1,2023-03-16,Factory 1_City C_Type B_2023-03-16
92.46707491594036,11.726949431880469,1659.2592629177484,522,3.566655906150272,Factory 1,2023-03-17,Factory 1_City E_Type B_2023-03-17
90.60280417783038,17.758154690710995,4519.265943767755,1065,3.9980414080411295,Factory 1,2023-03-18,Factory 1_City D_Type C_2023-03-18
95.99743705843748,35.73460719647137,4121.599104589099,1744,3.426976577715682,Factory 1,2023-03-19,Factory 1_City A_Type B_2023-03-19
92.85289080730088,13.082331165373247,1234.203716975917,1262,3.79976557191493,Factory 1,2023-03-20,Factory 1_City E_Type B_2023-03-20
94.9273807435244,32.874890849087464,3351.077443448793,1046,2.788970438216805,Factory 1,2023-03-21,Factory 1_City A_Type B_2023-03-21
88.70555084801995,29.858446094211992,2747.4028104607182,1743,3.861379807804812,Factory 1,2023-03-22,Factory 1_City C_Type A_2023-03-22
82.97125428366552,23.83681790006777,2260.758084389436,520,2.2695901873327435,Factory 1,2023-03-23,Factory 1_City B_Type B_2023-03-23
98.4681012629992,19.012677198049403,2003.866645361192,1341,1.9973236204898277,Factory 1,2023-03-24,Factory 1_City C_Type C_2023-03-24
92.36849587586812,28.36959510387832,1207.8263102170736,1904,2.8537180325429645,Factory 1,2023-03-25,Factory 1_City B_Type B_2023-03-25
86.52960065957296,28.067872769267307,2589.525561941266,1053,2.842808820960651,Factory 1,2023-03-26,Factory 1_City B_Type B_2023-03-26
85.26118526017837,45.75958840031482,3617.170209299848,1685,1.997864685887355,Factory 1,2023-03-27,Factory 1_City D_Type B_2023-03-27
81.76757924274051,48.93829559904693,2347.362007444413,1485,2.2330198223593984,Factory 1,2023-03-28,Factory 1_City B_Type C_2023-03-28
86.61088682006117,24.094997864386176,4365.79021233904,1467,1.718012614830049,Factory 1,2023-03-29,Factory 1_City D_Type B_2023-03-29
80.6305977366861,40.642591061412105,4153.789373013195,1095,1.554000266835645,Factory 1,2023-03-30,Factory 1_City C_Type B_2023-03-30
97.3046330712344,39.066839682812926,2219.0043815445333,1500,2.399757334520954,Factory 1,2023-03-31,Factory 1_City B_Type B_2023-03-31
91.2712098320403,41.78313114800761,1138.6810669059332,1476,1.6940606805453946,Factory 1,2023-04-01,Factory 1_City A_Type C_2023-04-01
88.8242314882853,47.92433280685769,2780.9844491391527,1072,2.9174800650195407,Factory 1,2023-04-02,Factory 1_City A_Type A_2023-04-02
86.29559313495797,18.27970313753707,3066.290513783916,1867,1.7612783003873145,Factory 1,2023-04-03,Factory 1_City B_Type C_2023-04-03
96.61022796901834,20.98926102078078,2578.3043023905857,930,1.678574101043315,Factory 1,2023-04-04,Factory 1_City A_Type A_2023-04-04
87.01200741345741,13.20720056327614,2419.085167343937,953,1.8616752492110709,Factory 1,2023-04-05,Factory 1_City D_Type B_2023-04-05
80.22242560388717,11.749562892357892,1492.0131804949824,1887,3.8951410215550575,Factory 1,2023-04-06,Factory 1_City B_Type A_2023-04-06
86.05846954810164,37.53620073968548,2498.211548080485,625,3.2879665265504454,Factory 1,2023-04-07,Factory 1_City C_Type C_2023-04-07
91.02420885691556,19.13946987019083,4909.808471961472,984,4.006440709146983,Factory 1,2023-04-08,Factory 1_City A_Type B_2023-04-08
98.90230148812712,11.237505789253678,4882.968614708992,840,2.52734393650414,Factory 1,2023-04-09,Factory 1_City E_Type B_2023-04-09
91.02888441888022,26.07115202617297,4975.393555598793,1640,3.2973617551209755,Factory 1,2023-04-10,Factory 1_City D_Type A_2023-04-10
82.37159546537012,15.951838776204625,2850.702420261574,1988,4.0967314368736565,Factory 1,2023-04-11,Factory 1_City E_Type C_2023-04-11
95.32519750419928,35.60793246238495,2193.739649447507,1405,1.9033053882243656,Factory 1,2023-04-12,Factory 1_City C_Type B_2023-04-12
95.0744862718016,10.092701916192556,1176.647744711325,913,1.5734953448029572,Factory 1,2023-04-13,Factory 1_City E_Type B_2023-04-13
93.25736924539515,14.517265707440451,4368.297749594317,1754,2.929310959031375,Factory 1,2023-04-14,Factory 1_City C_Type C_2023-04-14
86.79846759815743,27.97398968158568,3343.4591538140767,1813,1.9014850889990795,Factory 1,2023-04-15,Factory 1_City A_Type A_2023-04-15
80.00255916708522,12.507584864874634,4357.35396942401,640,2.767153566552918,Factory 1,2023-04-16,Factory 1_City B_Type C_2023-04-16
87.3653273036573,38.52184202537275,3665.541654312826,1523,2.798187408059114,Factory 1,2023-04-17,Factory 1_City D_Type C_2023-04-17
83.53443700010764,44.79052706726843,3921.985443835161,855,1.7560240094529744,Factory 1,2023-04-18,Factory 1_City B_Type B_2023-04-18
90.33230882945853,43.530614381828194,3837.5318683495634,1283,3.818764445628345,Factory 1,2023-04-19,Factory 1_City C_Type C_2023-04-19
87.26902614784207,23.6721482196873,3956.106231151835,1737,1.9569833569880364,Factory 1,2023-04-20,Factory 1_City D_Type B_2023-04-20
94.2014437253372,41.40758172593634,4965.311606256882,955,3.4078641214911856,Factory 1,2023-04-21,Factory 1_City C_Type A_2023-04-21
85.519585607757,15.892121771158813,1031.3663630876672,1213,2.040923806268334,Factory 1,2023-04-22,Factory 1_City D_Type C_2023-04-22
92.8126306014459,36.36455057878106,1435.5732559241562,1119,3.87778534886515,Factory 1,2023-04-23,Factory 1_City C_Type B_2023-04-23
98.37400094709466,19.28159315604424,2832.9386015713358,1371,4.044126268804452,Factory 1,2023-04-24,Factory 1_City C_Type A_2023-04-24
92.5862462223203,49.73020061691856,1179.6451959824635,1605,3.469893221123628,Factory 1,2023-04-25,Factory 1_City C_Type B_2023-04-25
89.6132002469637,44.67081418024001,2129.9149759081065,1290,2.9290071999032965,Factory 1,2023-04-26,Factory 1_City B_Type A_2023-04-26
80.62338285844356,28.40009582323196,1380.212182130771,1180,1.5000349042660983,Factory 1,2023-04-27,Factory 1_City B_Type A_2023-04-27
83.86798917338085,17.644748379840106,2240.3381533710203,1570,3.9200805590842176,Factory 1,2023-04-28,Factory 1_City A_Type B_2023-04-28
90.34544222297345,48.08887142790378,1169.6891928275668,603,2.040587262384444,Factory 1,2023-04-29,Factory 1_City E_Type B_2023-04-29
96.37212717195956,23.424418170793707,4914.101873556562,1942,1.534253950362221,Factory 1,2023-04-30,Factory 1_City C_Type B_2023-04-30
93.39254919082424,30.191823932181126,3873.8157892902,1339,2.251403696377497,Factory 1,2023-05-01,Factory 1_City B_Type A_2023-05-01
92.80637846211708,24.11834013809426,3485.1697961984405,788,3.4252031918956747,Factory 1,2023-05-02,Factory 1_City C_Type B_2023-05-02
97.88417651659518,14.124854496323032,3191.138777533278,1085,3.5693365477443635,Factory 1,2023-05-03,Factory 1_City C_Type B_2023-05-03
81.29834799206648,32.1351606450683,3566.527635309418,765,3.336774452285534,Factory 1,2023-05-04,Factory 1_City B_Type C_2023-05-04
91.8788906210784,47.45068557652877,3167.9602995590635,1650,3.921567956373564,Factory 1,2023-05-05,Factory 1_City C_Type B_2023-05-05
84.35426707306908,36.15976369359205,4273.478265925349,1827,2.4991046154161958,Factory 1,2023-05-06,Factory 1_City D_Type A_2023-05-06
94.94862056378544,21.659829636948917,4082.970123622207,1711,4.000929402431876,Factory 1,2023-05-07,Factory 1_City B_Type B_2023-05-07
95.67012150959314,30.105249705205217,1224.704309389756,1359,3.4926581549669047,Factory 1,2023-05-08,Factory 1_City D_Type B_2023-05-08
80.15132369016357,39.70123331361685,1306.5432259009954,608,3.00939741765462,Factory 1,2023-05-09,Factory 1_City C_Type A_2023-05-09
88.7750261442271,26.44374435521759,3887.716910062718,915,4.17256660494944,Factory 1,2023-05-10,Factory 1_City A_Type B_2023-05-10
84.02599227836207,23.426953321562387,3997.561811204636,1257,3.2262281618584447,Factory 1,2023-05-11,Factory 1_City B_Type B_2023-05-11
86.40692493574929,45.82699110475114,1817.2655335958807,1167,3.591826257161571,Factory 1,2023-05-12,Factory 1_City E_Type C_2023-05-12
86.33893952090045,45.30239507089389,2865.2390245606803,1333,3.0401046306747466,Factory 1,2023-05-13,Factory 1_City A_Type A_2023-05-13
86.65989015143707,38.909510089552185,3626.917938886432,749,3.1440970699927204,Factory 1,2023-05-14,Factory 1_City D_Type A_2023-05-14
92.75199199421408,45.61638068877314,3999.9111938082833,1563,3.2993139449114937,Factory 1,2023-05-15,Factory 1_City E_Type B_2023-05-15
91.10869371315069,27.243474504931577,3197.3705796110307,1474,3.964943798885313,Factory 1,2023-05-16,Factory 1_City B_Type B_2023-05-16
80.59183276307444,32.293486782920326,1155.9172826445215,1799,4.209281183629615,Factory 1,2023-05-17,Factory 1_City D_Type B_2023-05-17
88.85068931123936,45.66843460810984,4396.716022006816,1014,3.373842144343594,Factory 1,2023-05-18,Factory 1_City E_Type C_2023-05-18
94.3778731743028,33.874075075510376,4712.728392455806,688,3.524358906502232,Factory 1,2023-05-19,Factory 1_City E_Type A_2023-05-19
92.24087774936542,42.41034346798125,2655.309861283184,1745,4.23063910460327,Factory 1,2023-05-20,Factory 1_City B_Type C_2023-05-20
85.2632379621936,12.0795740791083,1126.9750614919544,1430,2.1016589335358,Factory 1,2023-05-21,Factory 1_City D_Type B_2023-05-21
97.87469269410052,25.8384635499042,3677.2344366475168,1607,4.419230393736894,Factory 1,2023-05-22,Factory 1_City E_Type B_2023-05-22
84.41761385194879,12.502593688778065,1842.027758661372,1947,2.4108718144315207,Factory 1,2023-05-23,Factory 1_City A_Type C_2023-05-23
95.62524301252174,32.97150300360844,3668.849348776724,946,3.1787365633960256,Factory 1,2023-05-24,Factory 1_City C_Type B_2023-05-24
93.2720818789736,42.71425222620118,3040.593521825293,1760,2.719670351424313,Factory 1,2023-05-25,Factory 1_City C_Type C_2023-05-25
87.11641662421205,43.80483405984139,4183.705548574009,999,3.750797291816527,Factory 1,2023-05-26,Factory 1_City E_Type B_2023-05-26
84.50460946182946,41.43250581873493,3359.791531207235,1280,3.5231989554419445,Factory 1,2023-05-27,Factory 1_City D_Type A_2023-05-27
88.89827353274245,44.119279813223656,4713.534022545229,606,3.904337328668861,Factory 1,2023-05-28,Factory 1_City E_Type C_2023-05-28
92.87046946788858,10.766219422050115,4307.434243891013,1642,3.298882705379764,Factory 1,2023-05-29,Factory 1_City C_Type C_2023-05-29
80.19540542277815,22.47517743054901,2359.8874551729928,1036,4.2396980412643686,Factory 1,2023-05-30,Factory 1_City D_Type B_2023-05-30
92.3028128320239,47.66131641137764,4136.824697461067,1901,3.311390975787288,Factory 1,2023-05-31,Factory 1_City C_Type B_2023-05-31
82.22154717498243,35.28952603471444,3334.420148032399,637,2.4803841175733323,Factory 1,2023-06-01,Factory 1_City D_Type A_2023-06-01
81.43756097417811,45.827918527974894,4134.000323381027,1114,4.409170898393931,Factory 1,2023-06-02,Factory 1_City A_Type C_2023-06-02
89.94814321920761,37.55050163245461,4590.974266038901,865,2.0480171527190043,Factory 1,2023-06-03,Factory 1_City E_Type C_2023-06-03
83.88068841933118,34.067286560731844,4748.435779678708,1250,3.4853331974149158,Factory 1,2023-06-04,Factory 1_City E_Type C_2023-06-04
95.83923619902828,14.234972728525172,2419.5907339462165,1717,3.1711215398251054,Factory 1,2023-06-05,Factory 1_City A_Type C_2023-06-05
97.75177816918232,40.09591529215152,3125.1760734037275,1669,2.248509239048225,Factory 1,2023-06-06,Factory 1_City C_Type C_2023-06-06
80.74611887059139,25.8062118988922,3913.483417358584,612,2.4134775982468524,Factory 1,2023-06-07,Factory 1_City B_Type A_2023-06-07
90.38271229283436,40.29131913102003,4591.858587391154,1971,2.3396779567392807,Factory 1,2023-06-08,Factory 1_City A_Type C_2023-06-08
80.1840507720784,22.54826048208261,1991.4934349136947,511,2.731487382181664,Factory 1,2023-06-09,Factory 1_City B_Type A_2023-06-09
81.66423465071298,21.49306866035608,2118.983871076284,784,1.9477484092244215,Factory 1,2023-06-10,Factory 1_City C_Type A_2023-06-10
80.65878138029527,20.393125517611978,4544.3444352540655,1137,3.105457001041051,Factory 1,2023-06-11,Factory 1_City D_Type B_2023-06-11
89.58776146754622,30.283296962410667,3551.607498211846,1406,3.168572077890035,Factory 1,2023-06-12,Factory 1_City B_Type A_2023-06-12
96.90835415089438,20.121053636810128,4462.249532688814,1619,2.1788172900095586,Factory 1,2023-06-13,Factory 1_City D_Type C_2023-06-13
84.15556388922424,11.799872849416976,3936.605036166585,1931,2.977797015665442,Factory 1,2023-06-14,Factory 1_City D_Type B_2023-06-14
91.2483200129922,43.592814088139534,1509.9427205609848,793,2.3874722924896083,Factory 1,2023-06-15,Factory 1_City B_Type C_2023-06-15
82.42771840300982,43.49052028554035,1509.4778937915244,1768,3.636411137641815,Factory 1,2023-06-16,Factory 1_City E_Type C_2023-06-16
96.99368338432164,25.361705535644017,3665.071445916154,692,2.460081949687176,Factory 1,2023-06-17,Factory 1_City A_Type C_2023-06-17
91.25372605017982,14.78247991008226,3290.5714124623382,1566,2.088737150118497,Factory 1,2023-06-18,Factory 1_City E_Type C_2023-06-18
85.27905810092474,28.966571850879458,1266.7755256217954,551,3.6906651532717474,Factory 1,2023-06-19,Factory 1_City D_Type B_2023-06-19
90.57282810962762,12.275255911105862,4066.1092648865088,866,2.5368749807292046,Factory 1,2023-06-20,Factory 1_City C_Type C_2023-06-20
81.16098868477302,44.90620288704222,2808.346387245464,1964,3.3054202018363417,Factory 1,2023-06-21,Factory 1_City A_Type B_2023-06-21
87.44310656068329,32.09464551268937,3380.9189308776063,1710,2.614639533959623,Factory 1,2023-06-22,Factory 1_City E_Type B_2023-06-22
89.54732665971171,24.391763741811975,2227.889128836073,532,1.947422477819212,Factory 1,2023-06-23,Factory 1_City E_Type A_2023-06-23
80.24523733163885,10.964407736346672,1465.83572192685,521,2.15452298877982,Factory 1,2023-06-24,Factory 1_City D_Type B_2023-06-24
83.1279401369147,42.784382122632,4299.415069948414,1122,4.064417336397785,Factory 1,2023-06-25,Factory 1_City B_Type A_2023-06-25
89.01426297879397,49.7832795614104,1807.3673414550324,805,2.009661219657172,Factory 1,2023-06-26,Factory 1_City E_Type C_2023-06-26
81.12301059663744,13.6456255777871,2143.6021350848096,1792,2.008512275598176,Factory 1,2023-06-27,Factory 1_City A_Type B_2023-06-27
82.13492515703072,35.89831762982184,4375.020175949175,1198,2.616360645725096,Factory 1,2023-06-28,Factory 1_City D_Type B_2023-06-28
96.91262301549136,32.74209022418448,1236.7082874541672,1418,3.267060272942735,Factory 1,2023-06-29,Factory 1_City D_Type C_2023-06-29
83.77746715781066,20.181621716866445,2892.110013372083,1924,3.582052242317226,Factory 1,2023-06-30,Factory 1_City E_Type C_2023-06-30
84.60898705540268,32.95402391900107,1243.6077323979732,1222,3.3349392581699773,Factory 1,2023-07-01,Factory 1_City B_Type A_2023-07-01
95.0231309361032,12.695074860877028,4326.163145350663,771,2.498342606882386,Factory 1,2023-07-02,Factory 1_City C_Type A_2023-07-02
95.50550180452367,35.53955139196542,2278.9727816307795,1290,3.361113756371163,Factory 1,2023-07-03,Factory 1_City A_Type A_2023-07-03
82.87605225400222,48.608385541829406,2712.7357594686914,823,3.885174052818393,Factory 1,2023-07-04,Factory 1_City E_Type C_2023-07-04
92.1898027670149,42.49562896744604,1329.6238874477929,1962,3.001737952292494,Factory 1,2023-07-05,Factory 1_City D_Type C_2023-07-05
83.36541573976683,19.424914047665936,4774.296576140709,500,2.926427145698201,Factory 1,2023-07-06,Factory 1_City C_Type B_2023-07-06
83.59472005541674,43.148359352720256,4318.2508627322,1858,1.7127478784639378,Factory 1,2023-07-07,Factory 1_City D_Type C_2023-07-07
91.96293855383324,49.818966093872575,4646.058903463403,809,2.922018797845335,Factory 1,2023-07-08,Factory 1_City C_Type C_2023-07-08
87.80347566244166,15.49446983874697,2107.479877968049,1208,4.086228427729791,Factory 1,2023-07-09,Factory 1_City E_Type B_2023-07-09
95.6223341389632,19.273651668589057,3822.250846598765,512,1.7434926733911436,Factory 1,2023-07-10,Factory 1_City B_Type A_2023-07-10
96.36746803440516,49.553621652146525,2932.9283035017406,1958,1.8656385053441509,Factory 1,2023-07-11,Factory 1_City E_Type A_2023-07-11
84.4377798603036,26.69579129316592,2507.467521388754,1730,3.8494842927710913,Factory 1,2023-07-12,Factory 1_City D_Type C_2023-07-12
83.6124465600554,19.8784466796757,4438.581381410426,1313,4.357550369053795,Factory 1,2023-07-13,Factory 1_City C_Type C_2023-07-13
95.13237066894608,13.49786007199542,2509.452707186603,1347,4.44377273217383,Factory 1,2023-07-14,Factory 1_City C_Type B_2023-07-14
88.555367192799,46.96291955382733,4281.296352588804,555,3.259535343112346,Factory 1,2023-07-15,Factory 1_City E_Type B_2023-07-15
87.18626578962355,12.891077902927064,3303.1434510976464,1841,3.936978540741185,Factory 1,2023-07-16,Factory 1_City C_Type A_2023-07-16
93.57921782947896,45.06455308063566,3915.4792179533647,1487,2.180935618414563,Factory 1,2023-07-17,Factory 1_City D_Type A_2023-07-17
98.26946391061377,32.758219331274034,4048.698348726579,1060,1.5600696891965629,Factory 1,2023-07-18,Factory 1_City C_Type B_2023-07-18
94.23801929625418,29.30404942646083,1864.1257615722889,1423,2.7862928733440504,Factory 1,2023-07-19,Factory 1_City B_Type A_2023-07-19
95.94289427719262,39.25002357389501,4078.986491428349,583,4.108949054436514,Factory 1,2023-07-20,Factory 1_City B_Type B_2023-07-20
83.14449571860946,18.46983448209678,1165.9893020396255,1133,1.8041395274095904,Factory 1,2023-07-21,Factory 1_City C_Type A_2023-07-21
