Factory,Date,Location,Machine Type,Machine Utilization (%),Machine Downtime (hours),Maintenance History,Machine Age (years),Batch Quality (Pass %),Cycle Time (minutes),Energy Consumption (kWh),Energy Efficiency Rating,CO2 Emissions (kg),Emission Limit Compliance,Waste Generated (kg),Water Usage (liters),Shift,Operator Experience (years),Team Size,Operator Training Level,Absenteeism Rate (%),Product Category,Supplier,Supplier Delays (days),Raw Material Quality,Market Demand Index,Cost of Downtime ($),Revenue ($),Profit Margin (%),Breakdowns (count),Safety Incidents (count),Defect Root Cause,Production Volume (units),Defect Rate (%)
Factory 1,2023-01-12,City D,Type C,78.44987892128839,3.004663621119552,Irregular,7,92.76849657060879,8.281526674747319,162.01664669109766,B,92.98118781924266,No,44.41618473246701,2001.0054420634563,Night,8.403405045936925,10,Advanced,1.2706051265188478,Foam Grade A,Supplier A,1,High,82.008561312961,857.8207675107832,7915.7005099230955,26.454156202267143,0,0,Material Impurity,1155,4.427556238387604
Factory 1,2023-01-13,City D,Type B,78.07391182353115,6.361489558149629,Regular,3,88.34045699340709,5.784563813422659,110.140297366183,A,62.13094499257965,Yes,37.83896824374792,2635.81177765708,Night,9.236923548638323,19,Intermediate,2.397873591574032,Foam Grade B,Supplier A,1,High,69.595372786216,959.3787525968747,16068.453750436527,32.17416210045603,1,0,None,746,1.6431483830749465
Factory 1,2023-01-14,City B,Type C,88.94615276160923,0.11514790903804695,Irregular,12,80.8740501984133,5.407288023189701,442.1842336044029,D,76.29954048340078,No,13.91336642604006,2966.463500467329,Day,4.116738889804607,18,Intermediate,6.497736826427634,Foam Grade B,Supplier B,1,High,112.06762711086333,334.80426100754255,5229.5681043557715,47.33745232317932,1,0,Surface Defects,1515,3.476080894856835
Factory 1,2023-01-15,City D,Type C,93.60628992812919,6.93759146844003,Irregular,11,95.2180365989656,11.771683423829817,329.34681666877333,A,118.73793357372749,Yes,42.82557902975822,3503.758680406291,Day,9.650715074415228,14,Advanced,1.9579113478929644,Foam Grade A,Supplier C,1,Medium,52.727419261716356,656.4284959041036,10048.313223330897,36.22890541522969,0,0,Internal Defects,1469,1.5698158072074775
Factory 1,2023-01-16,City B,Type C,77.046369369335,0.94531862097325,Regular,2,91.94991408881779,13.77472013527053,394.02841752155433,A,195.13708272803711,No,17.097581751188912,4002.4590065634334,Night,6.183321177322761,7,Intermediate,2.500164492161047,Custom Size,Supplier B,1,High,66.70178018532381,711.8603019102212,16098.631406710618,19.529446096159177,1,0,Surface Defects,561,2.989683572049233
Factory 1,2023-01-17,City A,Type B,77.44087936273277,0.799879097294907,Irregular,12,98.21228844078077,13.471431440955898,241.96207618508825,D,192.50929505762073,No,29.300837985705698,2972.10263108722,Night,5.036009697804878,7,Beginner,5.537030523458007,Foam Grade A,Supplier A,0,High,57.94252214122136,937.8361951185633,19613.72312801615,49.837249681213166,1,0,None,1686,4.163112548274899
Factory 1,2023-01-18,City C,Type C,72.92667541069015,1.1439334564226868,Irregular,10,91.74614320300896,6.011226761227903,133.64272244599897,A,83.38646263565458,Yes,42.87440237161425,3824.968908625985,Day,5.619935518231536,10,Advanced,5.813054172267823,Foam Grade A,Supplier A,1,High,116.30740041687011,987.4009574405839,16300.672778884124,25.05038342123663,0,0,Assembly Errors,944,2.6339627703667636
Factory 1,2023-01-19,City C,Type B,92.6588596273684,0.8895798584492107,Regular,13,80.21571925058096,9.686606419941263,122.52131027273494,D,165.07922796628577,Yes,35.968412084642544,3984.1795170616933,Day,3.137558241632229,13,Advanced,4.7771489088022765,Foam Grade A,Supplier A,1,High,117.4255777608428,110.9390272208347,19548.182400614583,11.726396478023045,0,0,None,702,4.257347145835978
Factory 1,2023-01-20,City D,Type C,87.38527807766619,0.6034763767181541,Regular,9,84.11937302514333,7.944939468394299,498.33255001174825,B,137.64714678846502,No,39.48402823372077,4661.017366676426,Night,9.553703356689029,12,Intermediate,4.55656752785713,Foam Grade A,Supplier B,1,Medium,77.17878687929105,306.45527113445473,8989.068874463585,24.41380380821073,1,0,Assembly Errors,1001,1.5969478533289514
Factory 1,2023-01-21,City A,Type A,80.28016802180466,4.822255056186388,Irregular,13,82.53051737925125,5.762003795991632,476.2127308541534,C,158.857926258254,Yes,46.76706207342238,1330.9936801412246,Night,8.794575005503674,17,Beginner,0.26366974497252005,Foam Grade A,Supplier B,0,Medium,119.1093290520461,235.37520199317535,13911.960730282028,25.23563426524086,1,0,Assembly Errors,1294,3.207244407497243
Factory 1,2023-01-22,City A,Type B,70.92054669089978,1.0708169504050655,Regular,7,96.42972514884602,13.129010091300776,499.8870693144522,B,186.97486283864643,Yes,40.75949660722042,4779.0629195297115,Night,4.400654943482078,9,Intermediate,2.050453285065249,Foam Grade A,Supplier C,0,High,64.50593543056395,890.3986007312731,16354.98698258343,11.875858711648796,0,0,Internal Defects,749,3.0609231027113797
Factory 1,2023-01-23,City C,Type C,77.69443099427623,6.531085881704499,Irregular,5,81.67975624394728,12.91817839469633,335.98235885505443,C,54.31740144700085,Yes,41.38673055777238,3557.4454278969692,Day,2.9166774535801965,10,Intermediate,3.5058755880659698,Foam Grade B,Supplier B,1,Low,80.62324454166104,913.7428250443736,10223.832005349504,30.559579566392433,1,0,Material Impurity,1041,3.3662601006836206
Factory 1,2023-01-24,City C,Type A,93.73801559144106,1.1765878474323035,Irregular,1,89.35020956851122,7.582443882989583,283.65430249530453,B,143.12085266331368,No,23.150064411500328,3533.6034172669033,Night,4.074068894108905,19,Beginner,4.60119158983572,Custom Size,Supplier C,1,High,112.77518869342083,526.5654762365851,15013.366077815408,16.892794848065193,1,0,Assembly Errors,1926,3.9653719105333476
Factory 1,2023-01-25,City B,Type B,74.42526210691867,0.7096202700564449,Regular,5,88.75479659262179,7.063337184057925,245.7079444192302,B,99.51492699652331,Yes,11.572485593643957,4197.641595636171,Day,7.190062453864747,12,Intermediate,1.5697768271619372,Foam Grade A,Supplier A,1,High,55.916190537647736,637.5502740298875,19793.854938002227,31.4636258394933,1,0,Internal Defects,527,2.6067409187093173
Factory 1,2023-01-26,City B,Type A,71.55853406278104,1.1819127352498136,Regular,7,93.0561446026633,13.444406726336288,399.84649280343496,D,66.07580170096641,No,24.16586683172502,2588.65533001633,Night,3.4231890785444286,9,Intermediate,5.639650920188364,Foam Grade A,Supplier C,1,Medium,87.47348948108665,309.8947703948211,10143.902964173903,28.958797657222245,1,0,Assembly Errors,732,2.995326596787172
Factory 1,2023-01-27,City D,Type C,88.42056188487282,4.461938127603499,Irregular,1,90.72471230793019,8.787726259512894,234.97873354876725,D,146.88758619974018,No,19.774126218586183,2992.9907913957604,Night,6.451973374211985,5,Beginner,1.0178247262040374,Foam Grade B,Supplier B,0,Medium,63.0596916835914,356.5856518244624,7600.603929421322,45.870616985057005,0,0,Assembly Errors,742,1.5547274442850831
Factory 1,2023-01-28,City E,Type C,92.41525657435052,4.60798734244528,Regular,4,80.1007001215545,14.750671629451425,296.29951170351376,B,150.29648298866465,Yes,38.738290833462145,3140.146928179642,Night,3.5198118429425573,16,Beginner,1.8704374855752337,Foam Grade B,Supplier C,1,High,101.53730285889418,576.856020863005,15608.451434666667,40.71118005771355,1,0,None,638,4.2960430267708025
Factory 1,2023-01-29,City E,Type C,84.84707743894747,2.953843852079169,Irregular,10,90.42345924082491,10.489219798889772,180.69218493209434,D,171.4811668781952,Yes,15.552990937680814,1010.8435976573187,Day,6.360748665470599,12,Intermediate,4.118409141472686,Foam Grade B,Supplier C,0,High,108.14335854514104,968.5242195998613,6864.458352283171,39.23469900814577,0,0,Internal Defects,1087,2.6376857548914012
Factory 1,2023-01-30,City A,Type B,71.20236609910219,6.252115854011319,Regular,9,94.25953657054096,12.995371309195157,430.0530706771189,A,172.1862080347073,Yes,35.35034254880709,4631.464521850064,Day,8.894804867317974,13,Intermediate,8.16599439471577,Custom Size,Supplier B,1,Low,93.68710809272864,585.8029557231698,11581.170130825085,33.099450836245026,0,0,Surface Defects,1506,2.651673664119634
Factory 1,2023-01-31,City E,Type C,83.57123276533522,3.452225145091541,Regular,7,93.88043359937673,11.937176074033385,166.69230399735326,C,143.01091338927702,No,39.65843644556182,3292.603397029555,Day,2.365073917594761,5,Beginner,2.4848913981446574,Custom Size,Supplier A,1,Medium,99.984485755653,544.5833384177763,16319.529377901748,14.1166412297658,0,0,Material Impurity,715,3.3118736162175377
Factory 1,2023-02-01,City E,Type A,82.1589370498902,3.271641416683946,Regular,2,80.23185837404284,10.98442701205227,326.2033389291895,B,87.76985883604291,Yes,43.07195311236313,4836.299178256111,Night,6.250526152895084,12,Advanced,4.620058036441327,Foam Grade B,Supplier C,1,Medium,91.0360882411758,555.2998109960195,14171.813531519718,10.72440735283362,1,0,Assembly Errors,1983,1.8066379926755989
Factory 1,2023-02-02,City D,Type A,93.0624845294324,5.657909074507189,Irregular,1,90.94947884316944,11.06715046382856,269.6522685209544,A,65.63704490777143,Yes,47.02274051627106,2803.3574856165287,Night,3.123154311355731,14,Intermediate,1.8632087949412068,Custom Size,Supplier A,0,Low,71.80109848319489,304.65605878940136,14118.41590691388,25.172227935421954,0,0,Surface Defects,701,3.9085603457940343
Factory 1,2023-02-03,City E,Type B,78.3374792922786,3.1853495487275465,Regular,10,97.47725671184244,8.463459943659613,238.78128075849108,B,187.76820874089518,No,18.98419291759928,2809.7580645307735,Day,3.2340379848143668,13,Advanced,1.6551331742797382,Foam Grade A,Supplier A,0,High,90.64118451946304,669.0378591275773,5196.416848825004,36.541494880668424,0,0,Surface Defects,1607,2.8769669640510394
Factory 1,2023-02-04,City D,Type B,91.51580044726835,4.280557751469269,Irregular,1,85.69232232356306,8.099369262686109,258.9272461830392,C,81.48583896433786,Yes,23.97547996197332,2872.9273137655173,Day,1.328947010632854,18,Advanced,0.6570863942835237,Foam Grade B,Supplier C,0,Medium,86.7073188529306,496.6864722444053,11011.44591312989,32.38561325232872,0,0,Material Impurity,1787,4.085356863040552
Factory 1,2023-02-05,City C,Type B,76.76861682858885,5.151996345912126,Irregular,1,80.48234075754655,6.561525973661904,386.388891538959,A,111.1976743047267,Yes,18.878886477317977,1924.2991863522857,Day,5.549570911954304,12,Intermediate,3.3927124589619098,Foam Grade A,Supplier C,0,High,88.97051093483563,748.7317866794559,17079.72451036858,49.549151278217714,1,0,Assembly Errors,951,4.3332291767318205
Factory 1,2023-02-06,City E,Type B,77.32869325652533,7.170686548168958,Regular,10,81.62466208623489,7.078862551460273,110.61288154952788,A,181.4666113812941,Yes,26.856982023699917,4570.686844307899,Day,6.62285143938926,15,Intermediate,8.251073314226598,Custom Size,Supplier C,0,High,74.1634501416893,796.4510708812062,10441.368419989181,44.442720798988866,0,0,Material Impurity,1353,3.8392763243640924
Factory 1,2023-02-07,City A,Type B,84.14441549916401,7.8829384979338775,Regular,1,89.21078897585657,10.124576558819216,396.6747776914662,B,145.0217329739221,Yes,18.72092429976346,3580.2166710773176,Night,9.85961962633197,14,Beginner,1.716792858483035,Custom Size,Supplier A,0,Medium,114.00091645923493,205.975974601127,13647.747132713803,20.96220882748824,0,0,None,1676,2.992394681939672
Factory 1,2023-02-08,City D,Type C,72.66446825321685,1.120148309283592,Regular,9,85.06346947404677,12.321845784590623,200.2922642246391,A,149.7555011819383,Yes,32.931775127176024,4352.427852713183,Day,4.448246754245477,14,Intermediate,0.46965966775055046,Foam Grade B,Supplier C,0,Low,56.32358724043255,793.8873329819306,6023.7455803113735,43.48315962812117,0,0,Material Impurity,1636,3.664598583365717
Factory 1,2023-02-09,City C,Type B,81.90126005497748,5.309369322901185,Irregular,6,93.91886984699475,7.149403785907568,112.47325402451386,D,74.3020816837377,No,12.057032539370013,2985.4649888049453,Day,2.392049267949126,13,Intermediate,4.742373087003696,Foam Grade A,Supplier A,1,High,78.89554854247265,734.4329947200578,13974.29087402232,28.387260510445245,0,0,Assembly Errors,1752,1.5070181718773348
Factory 1,2023-02-10,City C,Type B,70.13134546395962,0.824749968109959,Regular,12,95.34117478451846,14.620987857641177,416.00542351674244,A,116.90086594369336,Yes,13.468208474487344,4832.6831720157215,Day,7.590023977686051,9,Beginner,6.587833667107174,Foam Grade B,Supplier B,1,High,113.23546688452174,681.998427205447,15397.62817185387,12.063832266348399,1,0,Internal Defects,1539,4.275744952246997
Factory 1,2023-02-11,City B,Type A,81.83025295203333,2.5028388520447002,Regular,5,93.88944975770735,6.925990277856304,146.11280849891375,C,191.63997336701507,No,39.80258192480882,1219.5304585858996,Day,3.871904259189301,14,Advanced,0.3700763471549262,Custom Size,Supplier C,1,High,55.38672411404464,726.6598982903258,10098.124456520993,38.99067086115046,1,0,Surface Defects,1872,3.4849655252416243
Factory 1,2023-02-12,City E,Type B,83.0042027469683,3.414536453238915,Irregular,14,87.93261559652996,9.619428505755875,496.13652533671086,C,181.2052509026299,Yes,25.35855559678903,4730.359637701012,Day,9.981406994800038,8,Beginner,7.671882889311269,Foam Grade A,Supplier B,0,High,90.65300450591295,344.51827396210365,10974.310759634533,13.667973404457205,0,0,Material Impurity,888,3.6968154215539353
Factory 1,2023-02-13,City A,Type C,81.68276916344132,2.3760230116390577,Irregular,4,93.5955129894506,10.891085344708948,210.90625827870943,A,198.15835846040474,Yes,14.378703947164606,2566.520562161424,Night,2.9642849907855773,14,Beginner,7.863450144155521,Custom Size,Supplier B,0,Low,116.13124156039872,520.6613601248828,14201.170838160615,16.68135784368301,1,0,Material Impurity,1833,3.3232103846365773
Factory 1,2023-02-14,City E,Type B,75.76674529294397,1.412224256044066,Irregular,9,83.54232698074084,12.795844735667533,240.05010366669205,A,144.46668844942297,Yes,45.35143539853703,4711.009132780851,Night,5.725283507742414,15,Intermediate,5.152479243147258,Foam Grade B,Supplier B,0,Low,107.10831874934325,301.9965146529946,8357.264222339347,31.478976915736542,0,0,Material Impurity,1880,1.7744605121932646
Factory 1,2023-02-15,City A,Type C,76.82398437140787,3.813414626642947,Regular,9,96.19167713359315,5.354223684185451,231.6205461479484,A,132.6286055913709,Yes,21.25563842310107,2010.5963758435405,Night,3.337784053842936,9,Intermediate,5.326025194007621,Foam Grade A,Supplier A,1,High,119.40327346015337,155.36532361531155,18243.59403706192,30.643160817744665,0,0,Internal Defects,1846,2.543427623706579
Factory 1,2023-02-16,City B,Type C,91.61232200768372,5.871279351629614,Irregular,3,96.4950552769794,7.452855322553345,162.9362638810104,D,156.25444650725524,Yes,19.5476012520407,4720.361402038954,Night,6.5675024039366585,10,Advanced,8.816371327703502,Foam Grade A,Supplier B,0,Low,111.53500361596922,104.6306536792433,17299.203761121502,19.14500646099694,0,0,Internal Defects,855,3.168545205119271
Factory 1,2023-02-17,City E,Type A,76.4672082674477,1.5450629166983445,Regular,14,86.20223795356256,10.598443123088295,146.33754271210307,B,145.1008554649417,No,42.74717681999367,1513.7948723727654,Day,7.849251122518252,14,Beginner,9.629920038589946,Custom Size,Supplier C,1,High,57.175680959347545,943.5056385128061,15318.2858345122,12.713482364206875,0,0,Surface Defects,1023,1.702051804406315
Factory 1,2023-02-18,City B,Type B,78.64707642382392,4.967324142139817,Regular,2,96.55919931689515,14.734889691773969,487.5511421142766,D,147.13604651028612,No,40.3305278371609,1098.347665835206,Day,8.393616526666968,19,Advanced,8.187856433570937,Custom Size,Supplier B,0,Medium,61.125679829372956,521.685475091726,19164.55452436745,14.08774478774876,0,0,None,656,2.395123292969978
Factory 1,2023-02-19,City B,Type C,87.01248255186783,5.236089714249082,Regular,3,98.0664076827578,6.510578917809003,272.9339204170408,A,186.42867664217275,Yes,35.54103790656342,2590.3775918511774,Day,4.980688861428193,15,Beginner,3.2074274043812743,Foam Grade B,Supplier C,1,High,64.02514004840988,881.3105321414779,15723.860603033714,32.5100114537353,1,0,Assembly Errors,1583,2.0565765471093633
Factory 1,2023-02-20,City A,Type A,89.41492131979354,6.167374757152416,Irregular,2,94.45945582791698,11.262203216314154,152.49795107295503,A,186.77540524398665,No,34.66601258082952,4186.149163904705,Day,1.011086516497833,11,Beginner,6.073064482626712,Foam Grade A,Supplier B,1,High,61.25778283547331,686.3675201220382,9888.881959281123,33.6105575554249,1,0,Assembly Errors,1587,2.8656604472454035
Factory 1,2023-02-21,City E,Type B,87.01141565898314,3.1643606710397494,Regular,6,85.54158899547676,11.949818861265426,444.0489588756818,B,186.172797947696,Yes,29.220277890313156,1419.7207136726995,Day,1.925131640433991,18,Advanced,4.988881534513561,Foam Grade B,Supplier A,1,Medium,72.85229157707943,565.9404790462403,6317.997487172501,24.025077248367232,0,0,None,615,2.573404052784814
Factory 1,2023-02-22,City B,Type B,84.18852120653895,5.515719753098126,Irregular,2,80.78248641030616,11.703854583544121,480.61998974213077,A,155.9713589730352,No,33.79106549507745,3466.418327449896,Day,5.871667017709634,6,Intermediate,6.253046602139478,Foam Grade B,Supplier C,0,Low,55.60803924692726,905.3349904544749,13213.885642306044,42.69191079849975,1,0,Assembly Errors,1650,3.07920798280834
Factory 1,2023-02-23,City B,Type B,72.04074955076474,0.4828166719245104,Regular,12,83.03134892215058,13.717835665922017,187.68559494321772,C,120.52738890449976,Yes,17.284716627547972,4158.794028569917,Day,1.3929549193662507,16,Intermediate,0.208611392915381,Custom Size,Supplier B,0,High,84.52937927486596,173.37384059718403,11048.920416857476,18.82244499689293,1,0,Surface Defects,1402,2.887868870217949
Factory 1,2023-02-24,City E,Type C,80.39768415367352,6.769962336152394,Regular,4,93.9716556746493,12.677238880667803,301.9379527572071,B,180.05472441836727,No,33.52233512360317,1117.5777830260292,Night,5.380020472822325,6,Advanced,9.007018640112586,Foam Grade B,Supplier C,1,Low,91.46452300153535,921.1270110550219,8159.932835084999,34.91866334253931,1,0,None,1410,2.2073762818776297
Factory 1,2023-02-25,City B,Type B,74.49207772175605,1.9003465993910211,Irregular,2,83.4385621014803,13.543850933695792,296.9111425792139,B,64.60900888303283,Yes,27.81221020010662,3059.2694157187607,Day,6.963591511074883,11,Intermediate,6.521232455304379,Foam Grade A,Supplier A,1,Medium,110.0590377745894,108.12736371659523,13826.189500109082,33.948559204004304,1,0,None,1418,2.8613686241509177
Factory 1,2023-02-26,City C,Type B,71.83741868325032,1.358063240700326,Irregular,13,86.40306035219444,13.288833658826094,272.35500946472234,D,138.18265566655805,No,38.27108867541783,1668.1676316037995,Night,4.414227309301814,15,Beginner,3.567320530400017,Foam Grade A,Supplier A,0,Low,110.7789896359281,285.25708903309146,6678.794290965918,20.789984460679584,1,0,Surface Defects,1010,2.19339273728294
Factory 1,2023-02-27,City B,Type A,86.00007417092284,1.79760941578144,Regular,5,81.68255610024158,6.033089571240157,333.8682801770355,D,72.25148014431333,Yes,29.19588326368293,3743.8709439319364,Night,9.566306068809151,6,Beginner,8.679182945200221,Custom Size,Supplier C,0,Medium,73.98574416846407,579.0204899436692,6886.122677099733,15.308586152771095,1,0,Internal Defects,1245,3.6986967550240255
Factory 1,2023-02-28,City B,Type A,72.34751789473546,5.38081694580101,Irregular,6,96.4947028331726,6.771497894473859,377.0503808904658,C,196.79469311007955,Yes,37.329921131585834,2988.699056033709,Day,8.477894722075348,19,Beginner,0.3038705969683686,Foam Grade A,Supplier B,1,High,92.04266797823652,946.7878207042584,17402.58325567816,36.67886067963629,0,0,Internal Defects,1743,1.9778623357284153
Factory 1,2023-03-01,City A,Type A,80.17269901807177,6.966027602698073,Regular,5,90.77330895874668,12.384492092513266,451.4062245205392,A,164.77862968336768,No,36.70373542254339,4231.3837677650345,Night,8.901020431371947,11,Advanced,8.68900625540571,Foam Grade A,Supplier B,1,Low,50.40310623486851,392.1272469102433,10496.923023070969,25.846907664370214,0,0,Assembly Errors,1327,3.14549916495443
Factory 1,2023-03-02,City A,Type A,83.64217221238684,3.5553556220096123,Irregular,10,91.15417244632187,6.684443851427196,357.03038757887583,B,119.52410657008585,Yes,31.694546599189533,4805.914238663965,Night,5.312636898667579,9,Beginner,3.4124782762615635,Foam Grade A,Supplier B,1,High,67.22487611585987,529.0259275370432,10915.479857275253,31.976569537218133,1,0,Internal Defects,863,4.366571087864804
Factory 1,2023-03-03,City E,Type A,74.89444964208866,0.06050299982513696,Regular,5,97.06258043004975,7.434822965762993,470.81381791852266,C,79.5731189859316,Yes,24.064907489585377,1405.683313796866,Day,6.556165816716768,9,Intermediate,3.0728996492628657,Custom Size,Supplier C,1,Medium,92.72336483176429,744.5356068008742,9089.360011003006,26.54196406101406,0,0,Assembly Errors,1786,3.5433535618949485
Factory 1,2023-03-04,City B,Type C,83.1290845916765,5.672370093779461,Irregular,1,90.77893217294917,7.565627837013638,485.1707500950319,D,63.0558443881488,No,32.00906168625047,1173.6501314192767,Night,2.0107390997009724,17,Advanced,6.379852057932976,Foam Grade A,Supplier B,1,High,105.56206952663615,681.9453220805741,7621.601642410657,24.430900764423992,1,0,Surface Defects,1677,2.266934993427817
Factory 1,2023-03-05,City D,Type B,88.29895168964086,6.8093940868221665,Regular,10,95.38106953960039,12.66656135200406,159.8815871827831,C,137.99126947632112,Yes,19.409423392079393,4477.03849860421,Day,2.9506582008169806,5,Intermediate,0.23638586046336396,Custom Size,Supplier C,1,Low,88.2688188899849,308.7523865043779,10863.58993858272,33.77905340744692,1,0,Surface Defects,1269,2.323620762000376
Factory 1,2023-03-06,City E,Type B,80.10796920260731,3.425596919404918,Regular,9,93.15628687516302,14.912559937021882,151.35771578165009,C,140.48291153200583,No,33.13547668025636,2096.642666239223,Night,3.384059025130601,9,Beginner,5.957507281889567,Foam Grade A,Supplier A,0,Medium,74.84974140823562,162.48145847148402,12785.896863624055,12.704502543688596,0,0,Material Impurity,659,3.1200357438135318
Factory 1,2023-03-07,City B,Type C,83.32394466378338,2.594670024923005,Regular,6,92.72025214876561,14.941393612211675,364.73567593975145,A,199.32207360563856,Yes,28.608224491348725,1240.569370403141,Night,1.7989065469699161,9,Beginner,6.349600455910331,Custom Size,Supplier A,0,Medium,56.767351475270374,505.3338426323666,16342.44993342869,23.902860969559285,1,0,Material Impurity,1014,4.281533458438358
Factory 1,2023-03-08,City E,Type C,79.9828978952327,1.2193281066433395,Regular,4,97.6130183905616,10.399571302805596,436.8133177505685,A,63.93937165690849,No,13.564977284640666,4021.0816819872316,Day,6.476377713938122,16,Intermediate,1.593040206189803,Foam Grade A,Supplier B,1,High,65.91501100672691,407.50705170722875,10713.642882664808,23.852870743560143,0,0,Surface Defects,948,2.4165729319740707
Factory 1,2023-03-09,City D,Type B,81.18006351262089,4.804754666884938,Regular,6,97.46844749107393,9.969634829058302,496.8632059293251,A,108.65641445872616,No,47.22380858575665,1465.4655915419044,Night,6.651550474953723,18,Intermediate,8.680566901074503,Foam Grade B,Supplier C,1,Low,71.32753973686286,172.82735474612696,11044.702681477422,16.940980599460346,1,0,Assembly Errors,1989,4.371968663683761
