Factory,Date,Location,Machine Type,Machine Utilization (%),Machine Downtime (hours),Maintenance History,Machine Age (years),Batch Quality (Pass %),Cycle Time (minutes),Energy Consumption (kWh),Energy Efficiency Rating,CO2 Emissions (kg),Emission Limit Compliance,Waste Generated (kg),Water Usage (liters),Shift,Operator Experience (years),Team Size,Operator Training Level,Absenteeism Rate (%),Product Category,Supplier,Supplier Delays (days),Raw Material Quality,Market Demand Index,Cost of Downtime ($),Revenue ($),Profit Margin (%),Breakdowns (count),Safety Incidents (count),Defect Root Cause,Production Volume (units),Defect Rate (%)
1,2023-02-05,City C,Type B,76.77,5.15,Irregular,1,80.48,6.56,386.39,A,111.2,Yes,18.88,1924.3,Day,6.0,12,Intermediate,3.39,Foam Grade A,Supplier C,0,High,88.97,748.73,17079.72,49.55,1,0,Assembly Errors,951,4.33
1,2023-02-06,City E,Type B,77.33,7.17,Regular,10,81.62,7.08,110.61,A,181.47,Yes,26.86,4570.69,Day,7.0,15,Intermediate,8.25,Custom Size,Supplier C,0,High,74.16,796.45,10441.37,44.44,0,0,Material Impurity,1353,3.84
1,2023-02-07,City A,Type B,84.14,7.88,Regular,1,89.21,10.12,396.67,B,145.02,Yes,18.72,3580.22,Night,10.0,14,Beginner,1.72,Custom Size,Supplier A,0,Medium,114.0,205.98,13647.75,20.96,0,0,,1676,2.99
1,2023-02-08,City D,Type C,72.66,1.12,Regular,9,85.06,12.32,200.29,A,149.76,Yes,32.93,4352.43,Day,4.0,14,Intermediate,0.47,Foam Grade B,Supplier C,0,Low,56.32,793.89,6023.75,43.48,0,0,Material Impurity,1636,3.66
1,2023-02-09,City C,Type B,81.9,5.31,Irregular,6,93.92,7.15,112.47,D,74.3,No,12.06,2985.46,Day,2.0,13,Intermediate,4.74,Foam Grade A,Supplier A,1,High,78.9,734.43,13974.29,28.39,0,0,Assembly Errors,1752,1.51
1,2023-02-10,City C,Type B,70.13,0.82,Regular,12,95.34,14.62,416.01,A,116.9,Yes,13.47,4832.68,Day,8.0,9,Beginner,6.59,Foam Grade B,Supplier B,1,High,113.24,682.0,15397.63,12.06,1,0,Internal Defects,1539,4.28
1,2023-02-11,City B,Type A,81.83,2.5,Regular,5,93.89,6.93,146.11,C,191.64,No,39.8,1219.53,Day,4.0,14,Advanced,0.37,Custom Size,Supplier C,1,High,55.39,726.66,10098.12,38.99,1,0,Surface Defects,1872,3.48
1,2023-02-12,City E,Type B,83.0,3.41,Irregular,14,87.93,9.62,496.14,C,181.21,Yes,25.36,4730.36,Day,10.0,8,Beginner,7.67,Foam Grade A,Supplier B,0,High,90.65,344.52,10974.31,13.67,0,0,Material Impurity,888,3.7
1,2023-02-13,City A,Type C,81.68,2.38,Irregular,4,93.6,10.89,210.91,A,198.16,Yes,14.38,2566.52,Night,3.0,14,Beginner,7.86,Custom Size,Supplier B,0,Low,116.13,520.66,14201.17,16.68,1,0,Material Impurity,1833,3.32
1,2023-02-14,City E,Type B,75.77,1.41,Irregular,9,83.54,12.8,240.05,A,144.47,Yes,45.35,4711.01,Night,6.0,15,Intermediate,5.15,Foam Grade B,Supplier B,0,Low,107.11,302.0,8357.26,31.48,0,0,Material Impurity,1880,1.77
1,2023-02-15,City A,Type C,76.82,3.81,Regular,9,96.19,5.35,231.62,A,132.63,Yes,21.26,2010.6,Night,3.0,9,Intermediate,5.33,Foam Grade A,Supplier A,1,High,119.4,155.37,18243.59,30.64,0,0,Internal Defects,1846,2.54
1,2023-02-16,City B,Type C,91.61,5.87,Irregular,3,96.5,7.45,162.94,D,156.25,Yes,19.55,4720.36,Night,7.0,10,Advanced,8.82,Foam Grade A,Supplier B,0,Low,111.54,104.63,17299.2,19.15,0,0,Internal Defects,855,3.17
1,2023-02-17,City E,Type A,76.47,1.55,Regular,14,86.2,10.6,146.34,B,145.1,No,42.75,1513.79,Day,8.0,14,Beginner,9.63,Custom Size,Supplier C,1,High,57.18,943.51,15318.29,12.71,0,0,Surface Defects,1023,1.7
1,2023-02-18,City B,Type B,78.65,4.97,Regular,2,96.56,14.73,487.55,D,147.14,No,40.33,1098.35,Day,8.0,19,Advanced,8.19,Custom Size,Supplier B,0,Medium,61.13,521.69,19164.55,14.09,0,0,,656,2.4
1,2023-02-19,City B,Type C,87.01,5.24,Regular,3,98.07,6.51,272.93,A,186.43,Yes,35.54,2590.38,Day,5.0,15,Beginner,3.21,Foam Grade B,Supplier C,1,High,64.03,881.31,15723.86,32.51,1,0,Assembly Errors,1583,2.06
1,2023-02-20,City A,Type A,89.41,6.17,Irregular,2,94.46,11.26,152.5,A,186.78,No,34.67,4186.15,Day,1.0,11,Beginner,6.07,Foam Grade A,Supplier B,1,High,61.26,686.37,9888.88,33.61,1,0,Assembly Errors,1587,2.87
1,2023-02-21,City E,Type B,87.01,3.16,Regular,6,85.54,11.95,444.05,B,186.17,Yes,29.22,1419.72,Day,2.0,18,Advanced,4.99,Foam Grade B,Supplier A,1,Medium,72.85,565.94,6318.0,24.03,0,0,,615,2.57
1,2023-02-22,City B,Type B,84.19,5.52,Irregular,2,80.78,11.7,480.62,A,155.97,No,33.79,3466.42,Day,6.0,6,Intermediate,6.25,Foam Grade B,Supplier C,0,Low,55.61,905.33,13213.89,42.69,1,0,Assembly Errors,1650,3.08
1,2023-02-23,City B,Type B,72.04,0.48,Regular,12,83.03,13.72,187.69,C,120.53,Yes,17.28,4158.79,Day,1.0,16,Intermediate,0.21,Custom Size,Supplier B,0,High,84.53,173.37,11048.92,18.82,1,0,Surface Defects,1402,2.89
1,2023-02-24,City E,Type C,80.4,6.77,Regular,4,93.97,12.68,301.94,B,180.05,No,33.52,1117.58,Night,5.0,6,Advanced,9.01,Foam Grade B,Supplier C,1,Low,91.46,921.13,8159.93,34.92,1,0,,1410,2.21
1,2023-02-25,City B,Type B,74.49,1.9,Irregular,2,83.44,13.54,296.91,B,64.61,Yes,27.81,3059.27,Day,7.0,11,Intermediate,6.52,Foam Grade A,Supplier A,1,Medium,110.06,108.13,13826.19,33.95,1,0,,1418,2.86
1,2023-02-26,City C,Type B,71.84,1.36,Irregular,13,86.4,13.29,272.36,D,138.18,No,38.27,1668.17,Night,4.0,15,Beginner,3.57,Foam Grade A,Supplier A,0,Low,110.78,285.26,6678.79,20.79,1,0,Surface Defects,1010,2.19
1,2023-02-27,City B,Type A,86.0,1.8,Regular,5,81.68,6.03,333.87,D,72.25,Yes,29.2,3743.87,Night,10.0,6,Beginner,8.68,Custom Size,Supplier C,0,Medium,73.99,579.02,6886.12,15.31,1,0,Internal Defects,1245,3.7
1,2023-02-28,City B,Type A,72.35,5.38,Irregular,6,96.49,6.77,377.05,C,196.79,Yes,37.33,2988.7,Day,8.0,19,Beginner,0.3,Foam Grade A,Supplier B,1,High,92.04,946.79,17402.58,36.68,0,0,Internal Defects,1743,1.98
1,2023-03-01,City A,Type A,80.17,6.97,Regular,5,90.77,12.38,451.41,A,164.78,No,36.7,4231.38,Night,9.0,11,Advanced,8.69,Foam Grade A,Supplier B,1,Low,50.4,392.13,10496.92,25.85,0,0,Assembly Errors,1327,3.15
1,2023-03-02,City A,Type A,83.64,3.56,Irregular,10,91.15,6.68,357.03,B,119.52,Yes,31.69,4805.91,Night,5.0,9,Beginner,3.41,Foam Grade A,Supplier B,1,High,67.22,529.03,10915.48,31.98,1,0,Internal Defects,863,4.37
1,2023-03-03,City E,Type A,74.89,0.06,Regular,5,97.06,7.43,470.81,C,79.57,Yes,24.06,1405.68,Day,7.0,9,Intermediate,3.07,Custom Size,Supplier C,1,Medium,92.72,744.54,9089.36,26.54,0,0,Assembly Errors,1786,3.54
1,2023-03-04,City B,Type C,83.13,5.67,Irregular,1,90.78,7.57,485.17,D,63.06,No,32.01,1173.65,Night,2.0,17,Advanced,6.38,Foam Grade A,Supplier B,1,High,105.56,681.95,7621.6,24.43,1,0,Surface Defects,1677,2.27
1,2023-03-05,City D,Type B,88.3,6.81,Regular,10,95.38,12.67,159.88,C,137.99,Yes,19.41,4477.04,Day,3.0,5,Intermediate,0.24,Custom Size,Supplier C,1,Low,88.27,308.75,10863.59,33.78,1,0,Surface Defects,1269,2.32
1,2023-03-06,City E,Type B,80.11,3.43,Regular,9,93.16,14.91,151.36,C,140.48,No,33.14,2096.64,Night,3.0,9,Beginner,5.96,Foam Grade A,Supplier A,0,Medium,74.85,162.48,12785.9,12.7,0,0,Material Impurity,659,3.12
1,2023-03-07,City B,Type C,83.32,2.59,Regular,6,92.72,14.94,364.74,A,199.32,Yes,28.61,1240.57,Night,2.0,9,Beginner,6.35,Custom Size,Supplier A,0,Medium,56.77,505.33,16342.45,23.9,1,0,Material Impurity,1014,4.28
1,2023-03-08,City E,Type C,79.98,1.22,Regular,4,97.61,10.4,436.81,A,63.94,No,13.56,4021.08,Day,6.0,16,Intermediate,1.59,Foam Grade A,Supplier B,1,High,65.92,407.51,10713.64,23.85,0,0,Surface Defects,948,2.42
1,2023-03-09,City D,Type B,81.18,4.8,Regular,6,97.47,9.97,496.86,A,108.66,No,47.22,1465.47,Night,7.0,18,Intermediate,8.68,Foam Grade B,Supplier C,1,Low,71.33,172.83,11044.7,16.94,1,0,Assembly Errors,1989,4.37
1,2023-03-10,City B,Type B,90.56,1.06,Irregular,1,97.53,9.87,342.5,B,174.4,No,30.1,2594.65,Day,7.0,6,Beginner,0.26,Foam Grade A,Supplier C,1,High,88.47,969.24,11487.47,22.47,1,0,Material Impurity,1488,1.82
1,2023-03-11,City E,Type C,85.49,5.2,Regular,3,90.72,6.92,184.7,B,199.23,Yes,34.78,2189.42,Day,3.0,7,Beginner,1.21,Foam Grade B,Supplier B,0,Low,98.45,156.06,12641.33,49.87,0,0,,1882,2.16
1,2023-03-12,City E,Type B,80.65,1.05,Irregular,14,92.43,8.54,310.2,B,174.13,Yes,25.48,4855.29,Day,5.0,15,Beginner,0.19,Custom Size,Supplier A,1,Low,59.6,581.78,8228.03,10.48,1,0,,1736,2.1
1,2023-03-13,City E,Type A,71.07,2.97,Regular,12,92.28,9.99,206.41,A,123.24,No,44.59,1973.91,Night,5.0,13,Beginner,3.94,Foam Grade B,Supplier B,0,Medium,112.45,959.8,16803.55,22.62,0,0,Internal Defects,1071,1.73
1,2023-03-14,City A,Type B,93.26,2.02,Irregular,5,95.68,9.95,254.54,B,145.5,Yes,45.58,2802.48,Day,2.0,16,Beginner,4.43,Foam Grade A,Supplier A,0,Low,96.13,821.92,6580.51,11.42,1,0,,731,2.56
1,2023-03-15,City D,Type C,94.27,7.54,Regular,12,86.74,9.12,319.85,B,164.66,No,26.97,1330.47,Night,10.0,19,Beginner,9.76,Custom Size,Supplier B,0,High,67.88,334.64,6038.81,48.39,0,0,Internal Defects,648,1.88
1,2023-03-16,City C,Type B,85.05,4.66,Regular,12,82.98,5.44,144.32,B,83.69,Yes,25.04,3200.37,Night,7.0,10,Intermediate,9.28,Custom Size,Supplier B,0,High,70.01,834.35,17920.55,43.86,0,0,Internal Defects,648,3.77
1,2023-03-17,City E,Type B,91.05,5.83,Regular,7,92.47,6.77,318.01,C,90.4,No,11.73,1659.26,Day,7.0,8,Advanced,9.65,Custom Size,Supplier C,0,High,78.94,782.37,16151.36,34.48,1,0,Assembly Errors,522,3.57
1,2023-03-18,City D,Type C,91.93,3.47,Irregular,10,90.6,13.12,396.68,C,198.77,No,17.76,4519.27,Night,3.0,14,Beginner,7.33,Custom Size,Supplier C,0,Medium,74.88,805.41,13313.4,10.21,1,0,Internal Defects,1065,4.0
1,2023-03-19,City A,Type B,88.97,5.43,Irregular,3,96.0,9.7,300.82,B,105.25,Yes,35.73,4121.6,Night,6.0,9,Intermediate,4.13,Custom Size,Supplier A,1,Medium,61.68,263.19,10815.1,26.09,0,0,Material Impurity,1744,3.43
1,2023-03-20,City E,Type B,84.04,4.49,Irregular,8,92.85,13.05,207.93,D,98.32,Yes,13.08,1234.2,Day,8.0,14,Intermediate,2.1,Custom Size,Supplier A,1,Medium,72.97,490.62,6329.01,18.82,0,0,Material Impurity,1262,3.8
1,2023-03-21,City A,Type B,86.06,3.37,Irregular,4,94.93,6.18,263.96,B,162.08,Yes,32.87,3351.08,Day,6.0,14,Intermediate,1.65,Custom Size,Supplier A,1,Medium,91.05,727.9,18944.25,41.3,0,0,Internal Defects,1046,2.79
1,2023-03-22,City C,Type A,91.05,1.49,Regular,5,88.71,9.83,153.39,D,57.48,Yes,29.86,2747.4,Day,1.0,13,Intermediate,2.25,Foam Grade A,Supplier C,1,High,116.96,162.06,5855.82,21.29,1,0,Assembly Errors,1743,3.86
1,2023-03-23,City B,Type B,80.72,6.76,Irregular,12,82.97,13.53,118.6,B,185.97,Yes,23.84,2260.76,Day,4.0,19,Advanced,0.22,Custom Size,Supplier C,1,Low,77.54,845.08,16815.7,34.98,0,0,Internal Defects,520,2.27
1,2023-03-24,City C,Type C,74.95,4.52,Regular,3,98.47,11.09,239.8,A,53.31,Yes,19.01,2003.87,Day,7.0,5,Beginner,9.81,Foam Grade A,Supplier B,1,Medium,87.98,812.53,13232.58,34.52,1,0,Internal Defects,1341,2.0
1,2023-03-25,City B,Type B,91.25,5.35,Irregular,3,92.37,10.45,124.91,D,66.79,Yes,28.37,1207.83,Day,5.0,11,Beginner,1.65,Custom Size,Supplier B,1,Medium,51.26,213.63,14894.44,16.46,1,0,Assembly Errors,1904,2.85
1,2023-03-26,City B,Type B,83.95,4.42,Irregular,14,86.53,7.82,256.29,C,65.82,No,28.07,2589.53,Day,8.0,7,Advanced,2.04,Foam Grade B,Supplier A,1,High,94.42,818.12,10939.56,46.6,1,0,Internal Defects,1053,2.84
1,2023-03-27,City D,Type B,77.92,6.86,Regular,11,85.26,14.84,156.28,A,55.01,No,45.76,3617.17,Day,4.0,18,Intermediate,9.68,Custom Size,Supplier A,1,Low,85.36,970.41,11266.41,49.36,0,0,,1685,2.0
1,2023-03-28,City B,Type C,86.4,1.04,Regular,9,81.77,5.29,429.18,B,61.91,Yes,48.94,2347.36,Day,8.0,6,Intermediate,7.1,Foam Grade A,Supplier C,1,Low,95.62,382.65,8814.83,42.77,1,0,Material Impurity,1485,2.23
1,2023-03-29,City D,Type B,72.52,1.92,Irregular,2,86.61,9.5,399.53,A,115.33,No,24.09,4365.79,Day,9.0,15,Advanced,0.31,Foam Grade A,Supplier B,1,Low,98.04,162.68,7623.22,44.23,1,0,Surface Defects,1467,1.72
1,2023-03-30,City C,Type B,82.82,2.44,Regular,5,80.63,8.04,361.27,B,185.54,Yes,40.64,4153.79,Day,9.0,7,Beginner,8.74,Custom Size,Supplier C,0,Low,77.28,441.55,8400.96,25.26,1,0,Assembly Errors,1095,1.55
1,2023-03-31,City B,Type B,77.0,6.87,Regular,14,97.3,12.54,421.96,D,197.27,No,39.07,2219.0,Day,6.0,7,Advanced,4.5,Foam Grade B,Supplier A,0,High,66.93,111.16,12031.52,22.05,0,0,,1500,2.4
1,2023-04-01,City A,Type C,92.57,6.82,Regular,13,91.27,13.92,174.13,C,129.7,No,41.78,1138.68,Day,3.0,18,Intermediate,5.73,Foam Grade A,Supplier A,1,High,91.93,203.44,6407.86,46.39,1,0,Assembly Errors,1476,1.69
1,2023-04-02,City A,Type A,87.36,0.66,Irregular,12,88.82,6.38,236.33,D,116.51,No,47.92,2780.98,Day,7.0,8,Advanced,5.12,Foam Grade B,Supplier A,0,Medium,68.39,344.41,12093.46,49.35,1,0,Surface Defects,1072,2.92
1,2023-04-03,City B,Type C,73.5,2.21,Regular,9,86.3,9.82,178.44,C,117.12,No,18.28,3066.29,Night,9.0,5,Intermediate,8.33,Foam Grade A,Supplier B,0,High,80.7,296.66,10951.95,11.78,0,0,Surface Defects,1867,1.76
1,2023-04-04,City A,Type A,72.85,2.76,Regular,7,96.61,9.94,380.9,C,117.59,Yes,20.99,2578.3,Night,8.0,12,Beginner,7.14,Foam Grade A,Supplier A,0,Medium,116.85,839.08,5023.48,35.46,0,0,,930,1.68
1,2023-04-05,City D,Type B,76.42,5.32,Regular,4,87.01,6.21,267.58,D,185.05,No,13.21,2419.09,Day,5.0,17,Beginner,6.46,Custom Size,Supplier C,0,Medium,85.15,224.98,6736.06,16.17,0,0,Material Impurity,953,1.86
1,2023-04-06,City B,Type A,71.66,4.27,Irregular,2,80.22,9.22,218.02,A,62.66,Yes,11.75,1492.01,Day,3.0,13,Advanced,8.17,Foam Grade B,Supplier A,1,Low,80.1,705.67,9130.72,22.25,1,0,Material Impurity,1887,3.9
1,2023-04-07,City C,Type C,91.44,7.33,Regular,7,86.06,10.82,248.47,A,54.11,No,37.54,2498.21,Night,2.0,11,Beginner,8.9,Foam Grade A,Supplier C,1,Low,51.78,681.24,14553.53,23.62,0,0,Assembly Errors,625,3.29
1,2023-04-08,City A,Type B,91.18,4.25,Irregular,4,91.02,10.6,142.1,A,71.08,Yes,19.14,4909.81,Day,10.0,8,Intermediate,0.39,Foam Grade B,Supplier C,1,Low,61.2,121.02,16343.2,28.34,1,0,Internal Defects,984,4.01
1,2023-04-09,City E,Type B,79.37,3.79,Irregular,4,98.9,10.45,135.28,C,194.17,No,11.24,4882.97,Night,6.0,9,Beginner,5.54,Foam Grade B,Supplier A,1,High,108.36,496.4,9535.0,20.37,0,0,Internal Defects,840,2.53
1,2023-04-10,City D,Type A,94.16,4.46,Regular,1,91.03,6.39,277.62,C,172.51,No,26.07,4975.39,Night,4.0,10,Beginner,7.93,Custom Size,Supplier A,0,High,60.36,867.3,15663.27,46.28,0,0,Assembly Errors,1640,3.3
1,2023-04-11,City E,Type C,91.75,1.05,Regular,7,82.37,12.94,210.31,B,55.17,No,15.95,2850.7,Night,2.0,8,Intermediate,5.89,Foam Grade B,Supplier B,0,High,89.39,497.1,14086.33,46.75,0,0,Internal Defects,1988,4.1
1,2023-04-12,City C,Type B,81.09,4.82,Regular,4,95.33,9.76,498.45,D,178.09,Yes,35.61,2193.74,Night,2.0,10,Advanced,4.48,Foam Grade A,Supplier C,1,High,114.85,117.2,12152.65,37.51,0,0,Assembly Errors,1405,1.9
